ProductionID,ProductID,ProductionDate,PlannedQuantity,ActualQuantity,ProductionCost,DowntimeMinutes,QualityDefects
3627,95,19/08/24,215,219,10367.51,117,10
3628,137,12/06/22,260,265,4053.05,65,14
3629,266,24/10/22,526,490,13030.58,57,17
3630,214,22/01/22,578,502,3617.88,174,10
3631,234,12/04/23,676,618,3675.32,104,10
3632,66,31/05/23,730,678,1196.81,34,20
3633,91,08/11/23,92,91,8364.63,78,2
3634,331,13/09/22,559,503,8052.1,32,7
3635,58,27/02/23,354,322,1015.1,154,17
3636,299,18/05/23,170,147,13740.96,163,6
3637,167,14/03/22,137,133,14601.48,16,2
3638,275,25/06/23,130,125,14438.83,74,0
3639,275,14/07/23,729,692,11894.25,72,28
3640,331,02/09/24,143,138,2718.19,66,0
3641,352,03/10/22,630,596,13954.08,45,32
3642,78,28/02/22,119,111,4867.6,105,1
3643,276,30/10/23,298,284,1198.15,99,12
3644,5,02/09/22,742,661,8482.61,66,25
3645,37,28/01/23,466,406,5659.68,41,12
3646,156,23/02/24,246,219,8762.94,80,3
3647,395,01/08/24,322,333,8290.12,152,20
3648,123,28/08/22,343,296,12195.93,117,9
3649,378,23/03/24,429,392,13842.44,57,14
3650,90,17/04/22,376,394,6555.86,51,22
3651,252,25/01/23,732,767,1341.22,107,40
3652,363,24/09/23,334,321,2903.51,106,6
3653,121,01/03/22,164,144,12663.26,88,4
3654,164,17/07/22,553,505,10555.36,118,17
3655,256,30/09/22,651,565,11640.29,15,26
3656,379,19/04/23,276,281,8289.42,128,15
3657,256,02/04/22,753,737,1961.72,31,43
3658,257,17/02/24,641,545,9689.14,146,11
3659,371,06/12/23,472,482,2608.6,74,2
3660,12,18/01/22,793,774,5164.58,12,44
3661,259,04/05/23,624,591,6666.86,58,13
3662,67,03/12/24,780,799,1562.94,168,43
3663,252,15/06/22,244,213,5066.06,106,10
3664,10,07/06/24,258,238,6071.54,141,15
3665,16,23/12/22,399,398,11499.38,163,20
3666,238,09/05/22,137,136,1947.69,18,0
3667,111,03/06/22,489,434,7146.06,50,11
3668,181,07/12/23,554,551,11807.21,37,0
3669,134,14/08/24,756,642,6521.41,140,16
3670,112,05/03/22,648,676,13895.85,162,21
3671,183,17/01/24,692,648,3933.87,162,26
3672,359,30/09/24,385,370,2430.24,128,8
3673,312,04/04/23,594,517,5947.94,35,24
3674,329,05/10/23,579,606,1610.01,50,25
3675,69,29/04/24,349,346,3668.36,162,9
3676,143,06/12/24,480,499,7274.81,75,31
3677,167,20/07/24,775,664,11509.76,89,0
3678,151,22/01/22,789,754,9515.09,3,2
3679,220,24/10/22,172,167,7707.24,122,9
3680,340,08/01/24,437,386,5707.71,161,7
3681,246,16/11/23,704,655,4422.22,124,42
3682,261,23/03/24,714,742,1640.62,1,45
3683,73,17/07/22,93,89,7074.67,143,5
3684,23,19/12/23,483,476,9856.66,110,5
3685,120,01/11/24,708,679,8979.55,93,8
3686,207,07/06/23,721,691,13383.05,109,9
3687,349,10/09/24,283,249,11320.34,24,2
3688,358,25/08/22,385,378,13330.91,72,13
3689,232,28/03/23,399,380,7610.43,36,24
3690,241,28/04/24,371,339,14452.38,30,10
3691,42,03/04/23,685,671,9114.85,122,22
3692,330,30/08/24,506,443,3429.04,146,28
3693,40,15/08/22,630,601,13468.42,135,38
3694,8,12/06/24,616,532,3915.68,69,28
3695,262,15/10/23,612,526,6396.98,149,10
3696,178,28/11/24,635,594,9510.47,50,4
3697,30,18/02/22,483,500,3209.96,100,4
3698,183,05/03/23,472,486,6706.08,28,16
3699,383,19/03/23,175,164,4443.5,48,10
3700,27,28/12/24,403,388,7943.08,175,5
3701,159,14/04/23,705,679,4696.46,84,41
3702,165,17/05/24,708,655,8041.55,9,39
3703,319,08/01/23,148,151,7054.49,59,8
3704,174,22/01/22,117,111,4505.77,81,3
3705,298,08/12/23,492,456,3543.43,87,0
3706,381,12/12/23,291,253,14888.67,28,1
3707,249,08/01/23,114,103,4190.86,96,6
3708,392,05/10/24,552,563,8623.93,40,29
3709,213,14/01/24,354,318,11927.17,155,12
3710,163,28/02/22,532,497,4180.57,119,23
3711,182,27/08/22,53,51,11899.8,51,1
3712,349,01/04/23,228,200,5690.62,161,3
3713,115,12/11/23,57,53,6003.42,51,2
3714,112,30/01/23,508,448,3556.36,130,5
3715,275,28/01/24,113,117,11932.57,18,1
3716,51,09/10/23,341,339,2037.67,12,14
3717,120,07/07/23,614,627,7895.76,65,35
3718,137,09/02/22,350,351,3297.98,44,12
3719,296,12/12/24,681,619,14268.99,156,30
3720,100,20/11/24,405,386,12765.13,121,14
3721,288,02/09/24,327,307,14665.73,25,0
3722,60,13/10/24,76,69,13954.18,151,1
3723,147,08/12/22,645,675,12986.67,160,39
3724,292,27/03/22,679,581,14096.06,165,17
3725,349,21/09/23,101,102,13775.4,23,2
3726,258,12/11/22,222,228,6300.23,128,7
3727,352,15/03/22,687,633,9073.73,158,40
3728,189,19/05/22,546,465,9320.5,23,18
3729,331,20/08/22,767,665,14793.4,136,23
3730,146,14/03/22,154,137,1450.07,56,0
3731,153,22/02/22,426,432,14974.48,123,21
3732,93,15/01/22,440,396,1704.87,178,4
3733,92,17/07/22,322,331,1416.02,8,5
3734,43,28/11/23,451,472,13463.31,2,25
3735,193,09/11/24,445,435,3450.9,16,8
3736,88,30/10/23,136,128,1273.89,18,5
3737,274,16/02/22,472,447,13587.89,72,2
3738,370,13/03/23,724,758,6929.03,72,33
3739,225,29/09/23,758,793,6038.2,157,21
3740,136,14/04/24,668,621,5784.48,142,31
3741,245,07/07/23,158,158,13514.76,121,7
3742,159,23/03/24,648,630,3540.44,147,17
3743,314,12/09/24,120,104,14619.28,69,6
3744,385,01/11/23,272,270,3641.72,78,4
3745,117,11/08/23,561,488,1838.05,7,14
3746,227,29/03/23,638,662,7273.5,82,6
3747,371,26/07/23,73,71,1519.29,11,4
3748,215,30/10/23,179,162,7127.22,42,0
3749,73,17/09/22,431,402,11193,68,22
3750,67,06/07/24,339,315,10720.5,130,2
3751,209,13/04/22,204,191,7899.16,85,8
3752,255,30/04/23,696,728,6269.97,15,38
3753,349,10/09/23,711,627,6503.37,44,27
3754,210,12/11/24,453,454,13866.15,51,9
3755,260,13/04/22,680,581,4666.79,134,30
3756,105,11/05/22,620,640,6272.24,139,19
3757,267,08/06/23,476,448,12463.1,111,4
3758,313,26/04/23,504,457,9050.74,61,1
3759,380,11/02/23,139,135,3218.77,5,2
3760,317,27/11/24,217,210,4651.98,148,10
3761,165,27/12/24,160,156,1487.77,124,10
3762,189,15/05/24,217,226,1109.78,115,4
3763,235,02/11/22,104,105,9261.72,84,2
3764,75,23/06/24,89,83,11893.74,88,1
3765,79,07/01/23,323,298,2993.69,100,5
3766,122,11/08/24,382,375,10806.47,56,9
3767,134,18/03/24,112,97,1018.76,150,6
3768,58,26/04/22,289,296,8728.55,84,6
3769,123,15/06/24,458,466,8919.2,74,30
3770,382,24/01/23,94,93,13333.54,55,1
3771,342,25/10/24,221,221,3392.14,42,1
3772,228,30/07/24,658,595,4380.19,172,3
3773,42,04/09/24,227,221,9711.7,61,12
3774,146,11/11/23,632,612,13033.15,170,2
3775,203,27/02/22,467,476,13324.96,110,15
3776,85,13/08/23,479,482,6182.2,77,25
3777,140,20/06/24,796,790,13241.74,67,21
3778,127,08/03/23,416,406,4264.21,111,0
3779,316,20/09/24,270,273,2429.72,31,11
3780,113,02/11/24,167,149,13139.91,109,7
3781,171,06/03/22,499,435,11000.5,57,10
3782,207,10/04/23,717,713,9756.01,84,39
3783,295,15/11/22,536,510,10826.59,14,9
3784,69,16/04/23,429,414,4116.89,61,23
3785,95,20/07/24,177,159,13240.23,109,5
3786,53,24/08/24,676,575,2965.42,52,28
3787,399,01/06/23,148,153,12414.22,103,7
3788,394,07/02/23,672,670,6219.14,116,30
3789,261,11/08/22,367,341,2396.88,37,1
3790,271,20/05/24,318,311,2528.23,105,6
3791,36,29/10/24,711,732,1775.25,87,29
3792,120,31/08/24,331,335,7676.11,68,15
3793,251,29/09/22,88,88,6140.64,136,1
3794,150,26/12/23,397,344,11085.65,103,19
3795,40,10/12/24,443,461,3134.97,141,4
3796,325,25/06/23,517,468,11758.7,178,4
3797,318,10/08/22,619,567,1022.52,165,28
3798,88,19/10/24,386,350,10394.97,3,8
3799,269,28/06/23,485,476,7703.8,40,27
3800,175,22/07/23,676,593,8796.44,55,31
3801,251,07/07/22,172,177,8112.73,133,9
3802,315,17/05/23,409,355,14702.69,138,8
3803,186,19/02/22,81,83,8505,57,4
3804,57,23/06/24,552,519,6311.12,103,11
3805,126,29/01/22,131,133,1309.9,62,7
3806,298,24/06/23,408,398,5970.93,4,12
3807,173,08/04/22,85,89,14500.97,6,5
3808,351,03/01/22,796,758,14194.49,96,12
3809,54,04/01/22,557,537,4032.27,109,12
3810,43,26/11/23,665,645,5885.57,158,28
3811,59,28/05/24,180,167,12144.96,62,11
3812,202,07/01/22,322,320,12973.73,41,16
3813,77,16/06/22,781,746,8275.82,80,19
3814,389,20/09/22,253,225,9604.38,146,7
3815,329,19/09/24,462,398,3881.18,33,19
3816,399,08/06/24,462,448,1652.78,52,7
3817,198,20/03/23,591,559,2776.5,19,32
3818,97,17/10/23,749,729,10478.21,2,8
3819,29,04/11/23,243,218,4317.17,36,14
3820,195,24/09/23,237,229,6895.25,8,11
3821,264,16/01/23,644,579,8487.4,174,25
3822,66,11/02/24,539,473,8190.27,124,8
3823,211,09/08/23,362,363,12171.54,127,15
3824,150,22/05/24,693,723,10158.75,177,32
3825,128,05/05/22,265,250,5616.75,80,0
3826,84,15/03/23,385,333,7415.78,91,15
3827,101,03/04/22,369,327,11996.25,154,21
3828,178,21/01/22,179,161,7268.5,145,7
3829,362,21/08/24,124,119,3459.25,145,0
3830,182,13/10/22,445,429,2856.57,18,23
3831,139,19/10/22,232,242,2593.56,56,9
3832,276,19/10/23,129,118,2815.02,45,7
3833,147,04/11/22,254,241,5352.07,54,1
3834,107,08/05/24,477,457,6894.08,76,18
3835,287,13/11/22,482,452,12811.96,116,4
3836,86,06/01/24,205,178,12749.64,11,0
3837,388,03/09/24,769,671,4156.13,171,32
3838,395,13/03/23,68,70,13236.46,53,3
3839,365,24/03/22,610,587,12141.86,12,8
3840,209,15/11/24,541,530,1116.7,30,31
3841,173,04/06/22,85,84,6839.06,174,5
3842,8,25/01/24,315,287,4596.15,98,6
3843,340,14/12/24,447,409,14559.66,38,11
3844,28,26/01/24,411,390,7250.78,37,15
3845,384,23/08/24,443,380,8880.81,113,0
3846,234,25/05/22,687,585,11420.45,135,10
3847,117,25/04/22,560,497,8147.02,119,30
3848,239,08/01/23,508,472,9092.54,114,28
3849,90,04/05/24,713,611,13227.68,22,35
3850,116,16/05/24,500,522,7550.79,163,1
3851,151,02/11/24,358,359,11689.76,5,17
3852,291,05/07/22,205,200,8281.85,138,2
3853,329,22/02/23,100,86,2100.17,84,1
3854,136,27/03/24,500,482,12968.96,23,11
3855,192,17/07/22,474,425,11108.01,63,0
3856,133,13/12/23,169,174,4324.56,124,6
3857,357,21/07/24,502,486,5699.2,147,29
3858,320,28/03/23,125,127,11492.18,102,1
3859,393,29/02/24,600,526,8592.48,107,15
3860,64,03/10/23,258,240,10475.66,129,4
3861,217,15/09/24,477,472,14549.97,180,2
3862,87,14/02/24,426,365,11783.88,118,2
3863,182,06/10/23,540,503,4672.45,158,4
3864,193,24/02/23,292,263,14588.32,163,11
3865,362,10/07/23,648,611,6332.72,26,10
3866,357,15/03/23,524,521,8471.39,87,0
3867,145,01/10/22,723,651,14081.04,33,2
3868,218,06/12/24,455,470,1440.91,3,21
3869,40,23/09/23,67,66,2819.06,87,1
3870,240,26/08/22,358,362,5615.38,107,23
3871,158,30/07/22,161,153,13836.64,18,3
3872,379,03/10/23,185,187,10844.15,120,6
3873,282,08/12/24,345,359,14189.26,127,9
3874,29,21/01/23,397,380,14351.53,77,17
3875,20,18/08/24,567,530,12852.15,90,0
3876,276,20/11/24,283,291,10388.81,170,0
3877,335,06/08/23,92,92,8540.09,117,2
3878,30,12/07/22,573,492,4434.63,120,7
3879,187,16/08/23,212,203,10337.28,65,0
3880,133,02/09/23,74,71,11850.29,112,1
3881,313,26/03/23,509,443,14158.94,75,27
3882,206,09/05/24,51,52,8424.76,15,3
3883,241,29/11/22,720,622,13468.05,126,39
3884,230,07/10/22,153,131,2609.81,139,2
3885,246,12/03/24,712,743,4282.53,161,12
3886,143,16/07/24,544,526,2695.89,176,13
3887,122,04/01/24,501,430,2148.48,117,23
3888,7,21/04/24,143,138,3076.46,159,9
3889,342,16/09/24,328,294,6831.22,52,10
3890,254,18/02/23,777,742,12286.22,123,18
3891,240,07/12/23,405,380,10635.52,133,14
3892,163,10/02/22,273,243,14077.78,13,9
3893,59,27/11/24,78,77,12089.69,21,3
3894,84,09/03/22,491,504,1201.29,81,4
3895,237,27/12/22,476,471,1994.16,154,5
3896,234,07/01/23,483,475,11490.71,96,15
3897,74,01/05/24,74,64,10086.55,14,1
3898,210,28/05/23,599,545,6496.32,176,34
3899,96,02/12/22,702,599,6521.49,135,34
3900,347,06/03/23,121,106,2945.36,36,5
3901,372,25/08/22,140,138,10908.89,157,3
3902,23,02/08/23,575,499,11225.59,66,33
3903,66,27/08/22,187,170,13046.82,49,7
3904,341,07/10/22,144,124,4787.31,130,3
3905,367,17/02/24,136,116,12349.6,12,3
3906,129,18/01/22,681,691,13348.47,78,4
3907,363,23/06/22,449,427,6524.47,56,22
3908,346,18/10/24,509,513,10339.39,75,22
3909,325,01/07/22,120,103,6146.99,91,3
3910,361,18/06/23,204,175,11615.14,11,5
3911,194,22/10/24,460,413,8135.12,69,8
3912,221,10/01/23,227,232,7516.9,170,13
3913,20,16/07/24,581,510,3328.67,166,6
3914,235,20/11/22,600,594,13232.87,167,14
3915,20,04/03/24,320,279,10725.18,127,18
3916,32,23/12/23,756,750,6106.19,125,16
3917,230,14/12/22,747,660,12143.67,78,34
3918,359,14/05/24,463,476,14963.69,32,28
3919,334,09/09/24,518,459,11442.77,14,30
3920,225,24/06/22,231,200,10320.21,135,5
3921,378,07/04/24,681,696,10077.5,117,19
3922,166,13/04/23,291,294,13353.81,60,4
3923,258,18/03/23,404,420,7760.75,107,7
3924,365,05/01/22,224,206,5371.53,116,4
3925,352,27/07/23,150,128,1601.47,17,7
3926,140,29/10/23,471,492,10046.86,149,10
3927,270,18/02/22,245,249,5906.43,78,3
3928,72,22/01/22,329,330,8202.3,28,10
3929,294,01/11/24,607,525,3973.53,42,24
3930,12,13/04/23,110,104,12379.54,91,1
3931,389,14/12/22,489,463,3871.13,83,7
3932,96,27/08/24,108,92,9476.14,27,5
3933,10,04/05/23,397,407,10177.52,70,4
3934,255,13/01/24,176,178,5575.36,25,9
3935,43,12/02/24,702,706,14392.71,143,20
3936,81,22/05/22,474,435,7224.46,55,26
3937,143,09/02/23,628,557,14523.51,54,33
3938,80,07/04/23,164,154,7449.84,159,2
3939,340,28/08/23,302,275,12880.34,113,6
3940,11,07/04/24,202,184,7938.02,33,1
3941,82,28/08/22,434,409,1512.37,106,24
3942,117,14/06/24,158,158,14974.94,25,0
3943,43,02/10/22,658,665,12000.01,72,14
3944,177,01/12/23,606,536,7456.59,81,9
3945,58,15/02/22,583,578,11689.83,31,10
3946,284,23/12/23,304,307,2886.7,34,20
3947,126,01/03/24,595,556,8686.65,35,32
3948,91,17/11/23,556,488,6177.08,68,14
3949,76,20/01/22,320,288,11559.65,39,1
3950,124,12/09/22,56,58,10359.81,102,0
3951,271,21/09/23,93,92,2145.72,39,1
3952,132,14/03/23,655,589,8442.53,100,38
3953,268,01/08/23,795,750,5160.32,149,17
3954,23,18/09/24,521,487,14406.23,58,2
3955,79,28/03/24,129,114,12482.96,175,2
3956,220,17/02/23,585,567,8477.16,82,11
3957,369,04/11/24,115,104,8698.04,19,1
3958,386,04/03/23,180,185,11355.52,62,1
3959,8,07/04/24,513,462,4501.82,175,20
3960,270,27/07/23,410,416,3300.83,76,14
3961,367,29/12/24,559,519,12371.81,21,20
3962,211,19/11/22,411,420,10014.66,12,2
3963,362,05/08/23,772,793,14799.2,19,6
3964,392,27/12/24,767,799,10599,109,44
3965,212,31/05/22,505,465,10726.31,77,2
3966,239,18/02/24,481,456,10284.68,108,10
3967,168,19/05/24,404,393,9692.51,16,0
3968,125,18/12/24,325,334,10517.51,98,5
3969,295,20/07/22,423,375,14235.57,18,4
3970,111,01/09/23,225,215,11522.84,79,12
3971,103,03/09/24,133,115,9965.07,108,0
3972,44,06/08/24,154,160,4452.58,118,3
3973,203,13/01/23,638,641,12759.59,166,25
3974,303,21/10/24,420,385,6318.51,33,17
3975,338,25/01/22,509,449,10070.91,88,23
3976,42,19/01/22,488,511,7315.96,23,30
3977,267,03/09/24,219,228,8843.07,128,11
3978,95,23/05/24,132,125,2657.97,6,5
3979,35,25/04/22,74,68,6012.54,46,0
3980,314,16/02/22,115,114,9892.92,52,7
3981,392,16/11/22,118,103,5168.14,59,2
3982,7,31/07/23,236,208,10701.68,53,7
3983,204,28/06/23,449,386,5278.27,95,15
3984,148,11/04/23,740,674,6849.71,106,37
3985,51,26/01/22,225,233,6906.95,173,6
3986,95,29/01/23,96,90,5238.34,58,4
3987,31,19/07/23,77,68,2198.75,58,2
3988,307,17/04/24,714,736,3674.13,7,19
3989,51,27/05/24,404,398,5308.21,19,23
3990,14,25/09/24,743,698,13981.57,165,16
3991,376,19/09/22,488,486,9733.92,68,30
3992,331,26/12/24,431,386,4443.89,123,0
3993,358,05/06/24,361,325,11276.32,117,0
3994,255,19/03/22,724,746,1656.4,71,0
3995,309,26/10/23,669,637,12985.37,53,35
3996,130,13/06/22,630,577,11950.41,170,19
3997,347,22/12/24,69,59,2796.37,172,0
3998,48,25/03/24,113,109,14635.39,103,1
3999,14,16/01/23,81,71,14329.01,1,3
4000,52,05/04/24,447,420,13910.17,127,4
4001,88,11/07/23,781,772,10158.06,53,32
4002,290,07/08/22,606,545,11080.33,168,14
4003,89,28/06/23,568,595,1107.92,78,19
4004,129,25/07/23,723,652,13079.03,25,4
4005,4,30/11/22,293,285,11998.01,125,12
4006,177,23/06/23,640,601,8455.17,87,2
4007,368,19/09/24,139,131,3816.99,119,2
4008,127,03/12/22,89,87,9446.88,95,3
4009,33,25/08/24,489,426,11821.47,111,23
4010,93,26/01/22,517,476,13207.89,47,27
4011,89,29/05/24,534,488,9902.76,31,4
4012,49,04/12/22,378,326,13907.41,140,8
4013,292,31/07/23,371,380,9938.82,137,24
4014,36,26/05/22,641,574,8370.92,64,10
4015,287,17/06/24,217,204,8069.25,37,10
4016,365,14/10/23,347,355,8248.43,59,20
4017,372,23/06/24,533,513,13835.83,155,11
4018,156,07/03/22,179,174,10087.31,28,7
4019,120,18/02/24,429,423,6669.02,41,20
4020,226,02/03/22,652,680,11320.06,112,6
4021,194,11/07/23,132,121,13422.83,65,6
4022,246,05/05/23,239,244,2875.65,17,14
4023,117,07/08/24,352,356,12279.58,149,21
4024,345,01/01/23,582,521,6367.61,101,32
4025,286,07/02/22,52,53,3940.55,138,2
4026,336,18/12/22,491,505,8452.86,98,5
4027,48,30/11/24,334,344,14559.48,179,14
4028,95,15/12/22,725,703,14075.22,80,38
4029,62,20/05/24,262,248,7493.34,43,10
4030,234,20/07/24,623,631,1844.39,14,8
4031,391,24/11/23,603,562,10145.76,56,3
4032,399,15/06/24,640,627,7913.94,45,32
4033,133,20/02/24,717,702,5824.51,71,3
4034,389,16/12/23,316,324,6796.31,11,4
4035,4,06/03/23,630,567,7108.5,141,10
4036,301,11/05/23,62,52,3820.95,69,1
4037,394,26/08/22,659,603,8232.49,76,3
4038,74,03/03/23,107,110,6135.51,79,2
4039,50,22/10/22,111,95,9908.92,19,2
4040,204,30/11/24,497,485,6918.74,152,2
4041,260,01/06/23,652,603,12670.73,80,18
4042,20,03/04/22,445,385,3318.8,113,8
4043,18,26/01/23,753,726,14406.14,31,26
4044,271,25/06/24,251,218,12690.77,13,11
4045,228,28/06/24,525,525,8717.99,16,31
4046,399,15/03/24,105,104,3641.14,68,2
4047,335,14/06/22,745,773,14906.45,157,33
4048,368,13/12/22,113,118,1921.58,15,0
4049,192,01/04/23,749,723,3050.08,77,5
4050,389,12/03/22,185,169,9501.39,11,0
4051,263,29/10/22,551,469,5623.32,7,15
4052,315,22/08/24,539,495,1776.19,102,15
4053,77,20/05/24,754,777,3718.28,60,41
4054,18,27/01/24,348,350,5114.89,148,21
4055,226,18/11/24,609,586,13201.46,4,22
4056,323,17/10/22,757,690,9938.16,80,36
4057,304,23/09/22,676,629,14087.98,10,28
4058,155,27/11/22,603,586,13567.89,99,19
4059,237,10/01/23,278,244,9369.47,4,12
4060,159,01/05/23,193,175,8080.42,89,8
4061,175,27/06/22,576,550,11987.97,146,0
4062,54,08/05/23,101,103,13497.45,107,5
4063,324,01/02/23,430,403,7231.23,3,15
4064,144,27/06/23,634,640,2154.68,155,33
4065,113,11/08/22,724,731,7592.56,51,42
4066,223,14/04/24,645,653,7525,119,13
4067,253,16/03/22,103,90,8363.76,56,2
4068,330,11/08/24,458,452,9908.44,155,20
4069,72,05/03/23,391,361,5309.39,38,13
4070,218,29/03/22,229,235,4171.34,63,13
4071,239,04/01/24,470,436,5453.21,173,10
4072,244,18/04/24,515,533,10576.4,124,27
4073,24,15/10/23,615,643,7470.57,44,4
4074,346,02/12/22,799,833,8351.94,175,0
4075,68,10/09/24,412,414,11159.51,12,8
4076,332,07/03/22,726,673,14485.3,138,6
4077,217,22/06/24,576,502,5813.88,47,17
4078,112,07/10/23,89,79,14587.33,29,5
4079,146,25/12/22,605,582,12414.25,124,23
4080,366,11/01/24,691,699,14956.84,106,36
4081,390,15/05/24,439,435,13252.28,10,3
4082,116,17/09/24,194,202,5771.89,5,9
4083,13,12/01/24,235,210,13453.11,7,12
4084,281,12/10/24,135,119,9052.85,169,6
4085,177,18/12/23,338,305,14204.23,87,8
4086,143,13/04/23,323,323,5904.4,36,15
4087,13,19/05/22,414,433,9111.37,10,2
4088,21,24/07/23,336,349,2803.47,143,9
4089,392,17/11/23,468,404,11491.56,7,17
4090,34,21/11/24,635,562,13264.07,75,33
4091,180,03/06/23,542,546,6811.48,170,36
4092,130,09/06/23,604,535,5255.81,132,35
4093,190,26/12/22,409,427,11494.24,122,7
4094,288,01/01/22,182,162,3098.4,132,1
4095,92,03/09/22,368,354,2512.95,97,19
4096,313,25/10/24,709,701,1903.95,175,27
4097,337,31/05/23,411,423,4851.59,23,12
4098,222,13/05/22,274,241,9512.78,35,13
4099,1,13/01/23,296,253,10227.57,27,11
4100,354,28/08/24,156,137,3888.64,120,9
4101,44,10/05/23,52,51,9815.26,107,3
4102,226,23/12/23,474,458,10151.28,113,14
4103,12,08/01/22,208,197,12866.77,176,12
4104,302,20/05/22,131,136,14081.03,179,3
4105,337,11/12/23,97,100,2625.22,136,6
4106,375,28/06/22,230,199,12382.84,166,8
4107,201,15/06/24,97,93,6821.46,157,6
4108,40,23/05/24,184,181,10192.06,0,12
4109,98,08/12/23,150,143,7073.08,19,6
4110,152,18/04/23,666,617,11656.68,58,34
4111,166,10/01/23,710,667,7772.54,168,23
4112,383,17/09/23,605,522,10923.81,27,8
4113,230,26/09/24,381,344,11118.75,82,5
4114,114,17/02/23,699,718,10442.69,55,20
4115,316,01/02/23,218,206,4448.83,80,5
4116,164,15/07/22,111,112,5191.04,42,5
4117,21,09/02/23,118,111,10285.91,140,0
4118,19,03/10/22,266,241,13723.98,88,6
4119,259,09/01/24,562,512,5674.75,50,14
4120,192,11/10/22,634,555,3454.95,42,1
4121,117,14/09/22,339,350,11223.18,177,20
4122,340,30/11/22,456,475,10389.86,116,0
4123,68,26/11/23,110,95,1363.38,26,3
4124,206,13/07/23,698,705,9002.56,157,28
4125,34,17/12/24,657,585,9338.59,36,5
4126,86,19/09/23,214,195,2484.47,2,4
4127,174,25/10/23,402,385,13046.1,40,16
4128,73,31/01/23,787,724,1056.25,107,43
4129,51,28/01/23,273,234,1196.39,98,5
4130,399,17/09/22,295,277,9711.46,72,9
4131,357,21/12/23,621,584,2126.54,127,29
4132,374,20/11/23,731,641,2421.24,176,20
4133,35,05/07/22,90,81,7015.77,73,3
4134,49,21/01/24,417,379,5102.87,89,17
4135,10,26/07/24,549,472,4540.55,17,16
4136,96,14/10/22,648,671,3760.55,148,15
4137,110,06/02/22,724,692,5158.07,46,46
4138,151,09/10/22,765,708,14338.94,126,2
4139,73,12/10/22,417,355,11787.71,67,1
4140,204,05/08/24,320,331,3631.57,154,13
4141,248,28/01/23,557,537,7204.01,56,8
4142,267,17/08/24,557,493,6075.64,58,19
4143,312,04/02/24,281,262,2553.63,37,6
4144,103,31/10/23,295,294,1532.22,51,2
4145,154,07/12/24,509,525,7302.47,179,17
4146,222,15/02/24,463,417,6831.49,132,16
4147,172,24/11/24,538,526,7964.07,47,5
4148,268,16/03/22,177,156,11000.63,133,1
4149,183,08/09/23,792,746,8265.02,127,31
4150,373,19/12/23,668,618,8305.68,117,14
4151,42,26/02/23,269,263,6975.72,78,16
4152,106,27/01/24,358,370,9824.96,148,22
4153,41,27/10/23,284,294,1175.97,137,0
4154,138,03/07/24,577,546,11217.46,165,5
4155,55,10/03/22,358,312,1679.78,7,17
4156,21,28/07/24,445,443,14072.58,37,4
4157,165,15/07/23,264,269,14553.05,172,5
4158,33,29/12/22,407,415,3670.51,76,23
4159,128,02/03/24,563,520,12293.61,17,12
4160,103,06/08/24,613,642,10914.19,2,26
4161,300,23/07/23,494,482,4560.32,73,11
4162,184,10/03/22,318,285,1733.05,156,0
4163,112,17/08/24,440,401,12185.57,144,13
4164,166,22/04/24,220,219,9398.17,63,2
4165,255,21/07/23,655,683,10783.04,139,11
4166,9,25/10/22,117,121,10693.75,78,6
4167,34,30/11/24,794,691,13754.31,51,42
4168,269,02/05/24,632,571,14916.38,139,8
4169,77,04/09/22,482,505,7344.13,162,25
4170,135,24/05/22,463,445,2252.63,5,2
4171,83,01/10/23,226,223,2009.62,71,1
4172,111,25/01/24,525,452,4521.33,106,26
4173,177,26/05/23,322,318,1084.77,47,15
4174,269,24/02/24,403,394,8560.4,118,3
4175,239,25/08/23,540,492,1251.57,18,8
4176,128,07/12/22,703,639,14203.19,108,26
4177,263,13/08/24,313,289,14747.31,150,3
4178,160,13/07/22,657,646,2377.04,135,40
4179,254,03/11/22,626,569,11301.16,136,4
4180,224,20/06/22,307,280,3639.89,136,18
4181,215,09/09/24,629,625,10283.97,108,7
4182,308,22/04/24,544,525,8385.36,165,2
4183,90,17/06/24,717,726,2883.22,94,5
4184,172,10/08/23,251,256,7492.55,177,15
4185,141,09/01/22,650,593,13697.5,16,31
4186,261,05/02/24,644,562,1641.23,155,37
4187,399,19/07/23,238,239,6127.29,173,8
4188,75,26/02/23,94,90,3814.66,12,0
4189,206,03/03/24,63,58,2191.39,72,2
4190,153,19/11/23,93,93,4902.57,3,2
4191,126,18/02/24,398,408,4194.85,175,3
4192,179,03/09/23,653,655,9889.54,157,26
4193,300,12/11/23,649,640,2550.2,101,14
4194,153,14/08/23,258,245,11327.02,100,13
4195,172,10/05/23,713,634,1309.37,11,8
4196,18,07/08/22,370,375,11224.48,121,11
4197,273,09/09/24,305,303,11513.66,63,10
4198,348,07/10/22,682,677,7378.54,137,31
4199,396,21/12/23,574,590,12240.76,57,38
4200,176,18/06/23,167,165,13952.79,40,4
4201,311,03/12/22,231,213,5453.05,167,13
4202,168,31/05/24,418,414,9087.71,72,10
4203,32,24/04/22,336,312,7561.79,80,4
4204,41,20/01/23,784,775,10096.91,108,39
4205,256,26/08/23,567,557,13737.85,57,0
4206,166,31/07/22,536,461,3159.67,115,11
4207,325,06/05/24,595,535,2822.42,65,33
