PurchaseOrderID,SupplierID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,TotalCost,Status
1768,21,09/02/24,02/03/24,29/02/24,7870.2,Received
1769,48,27/04/22,23/05/22,25/05/22,85724.31,Approved
1770,51,21/01/24,07/02/24,09/02/24,39145.93,Pending
1771,28,17/03/23,29/04/23,30/04/23,89330.69,Shipped
1772,18,14/03/24,03/04/24,06/04/24,79891.22,Received
1773,52,25/07/24,26/08/24,28/08/24,81424.06,Approved
1774,15,07/12/22,18/12/22,23/12/22,79483.88,Pending
1775,55,26/01/24,27/02/24,29/02/24,44553.75,Shipped
1776,13,09/01/24,19/02/24,21/02/24,51258.52,Approved
1777,4,29/05/22,16/06/22,17/06/22,32577.82,Shipped
1778,31,03/12/23,29/12/23,28/12/23,31966.72,Received
1779,70,03/02/22,17/03/22,17/03/22,9906.51,Received
1780,51,19/10/23,05/11/23,07/11/23,30505.26,Received
1781,4,20/06/23,08/07/23,09/07/23,12622.68,Shipped
1782,66,05/08/23,20/08/23,26/08/23,13666.65,Received
1783,25,21/04/24,02/06/24,03/06/24,26633.06,Approved
1784,57,02/10/24,10/10/24,12/10/24,98885.62,Approved
1785,47,27/08/24,11/10/24,13/10/24,44025.51,Cancelled
1786,33,15/07/23,21/08/23,21/08/23,97245.9,Approved
1787,72,09/08/23,08/09/23,09/09/23,9336.94,Shipped
1788,72,21/09/23,21/10/23,23/10/23,67668.04,Pending
1789,21,24/10/23,15/11/23,15/11/23,6039.02,Received
1790,7,05/09/22,20/09/22,22/09/22,83602.89,Approved
1791,44,04/11/22,02/12/22,02/12/22,23532.5,Received
1792,56,08/09/24,11/10/24,12/10/24,26051.73,Received
1793,9,03/03/22,01/04/22,03/04/22,98689.05,Received
1794,42,10/02/23,28/02/23,27/02/23,8295.09,Shipped
1795,38,05/06/22,25/06/22,24/06/22,94501.62,Pending
1796,27,08/10/24,22/10/24,23/10/24,98837.17,Received
1797,16,30/06/23,15/07/23,16/07/23,41651.36,Received
1798,65,21/05/23,29/05/23,27/05/23,53205.02,Shipped
1799,47,01/04/22,16/05/22,24/05/22,68591.2,Received
1800,9,01/09/22,30/09/22,02/10/22,62048.47,Approved
1801,64,17/09/23,29/10/23,31/10/23,86367.07,Pending
1802,33,23/07/24,29/08/24,31/08/24,24332.02,Received
1803,69,13/12/23,24/01/24,26/01/24,36187.08,Received
1804,2,19/03/23,01/04/23,02/04/23,37555.58,Approved
1805,31,29/01/22,24/02/22,25/02/22,34836.8,Received
1806,1,30/11/24,12/12/24,10/12/24,70093.81,Approved
1807,71,23/03/22,10/04/22,10/04/22,65850.73,Received
1808,59,09/01/22,09/02/22,18/02/22,34329.92,Received
1809,46,25/12/23,03/02/24,05/02/24,19638.14,Cancelled
1810,6,26/10/22,14/11/22,12/11/22,51952.56,Shipped
1811,16,12/01/24,27/01/24,27/01/24,67319.98,Received
1812,30,19/11/22,01/12/22,30/11/22,48884.3,Received
1813,32,30/04/22,05/05/22,06/05/22,58059.67,Received
1814,45,16/03/24,05/04/24,12/04/24,55161.56,Shipped
1815,4,22/06/22,10/07/22,08/07/22,60285.91,Received
1816,75,01/08/22,10/08/22,14/08/22,57964.82,Pending
1817,17,06/09/24,15/09/24,16/09/24,47851.39,Pending
1818,49,01/02/22,09/03/22,11/03/22,70886.46,Received
1819,26,26/04/23,02/06/23,08/06/23,99169.09,Received
1820,12,05/02/24,28/02/24,27/02/24,52308.89,Approved
1821,24,04/03/23,13/04/23,12/04/23,68611.9,Shipped
1822,41,18/12/24,02/01/25,03/01/25,67114.37,Approved
1823,60,01/08/23,09/08/23,18/08/23,92754.83,Shipped
1824,61,16/02/23,09/03/23,11/03/23,44922.04,Approved
1825,70,14/06/24,26/07/24,28/07/24,84373.43,Received
1826,22,27/05/22,21/06/22,25/06/22,67673.3,Pending
1827,28,03/02/24,17/03/24,19/03/24,90066.24,Received
1828,17,19/05/24,28/05/24,27/05/24,32884.53,Shipped
1829,60,11/05/24,19/05/24,18/05/24,43009.87,Received
1830,47,23/09/23,07/11/23,06/11/23,58099.72,Approved
1831,5,11/07/24,28/07/24,27/07/24,42445.99,Pending
1832,39,17/07/23,27/07/23,27/07/23,33738.03,Shipped
1833,4,01/10/22,19/10/22,21/10/22,65171,Approved
1834,50,27/02/24,08/04/24,07/04/24,15443.92,Received
1835,75,02/04/24,11/04/24,12/04/24,27613.47,Received
1836,75,25/02/22,06/03/22,08/03/22,60856.62,Received
1837,17,30/05/24,08/06/24,09/06/24,83843.2,Received
1838,75,12/06/23,21/06/23,24/06/23,99901.16,Received
1839,51,03/05/24,20/05/24,20/05/24,65497.82,Approved
1840,51,13/10/24,30/10/24,29/10/24,84469.83,Shipped
1841,66,30/01/24,14/02/24,18/02/24,59511.02,Approved
1842,35,07/04/22,24/04/22,25/04/22,87791.49,Received
1843,34,08/09/24,23/10/24,21/10/24,18088.81,Approved
1844,1,24/06/22,06/07/22,07/07/22,5774.96,Received
1845,20,02/04/23,21/04/23,22/04/23,9089.36,Received
1846,72,02/03/23,01/04/23,30/03/23,14474.05,Shipped
1847,3,15/01/23,25/01/23,31/01/23,65525.64,Received
1848,13,27/07/24,06/09/24,07/09/24,44207.02,Received
1849,58,29/01/24,08/02/24,07/02/24,96986.64,Received
1850,1,21/04/22,03/05/22,01/05/22,88444.99,Cancelled
1851,41,15/04/23,30/04/23,28/04/23,63402.08,Shipped
1852,55,09/03/23,10/04/23,12/04/23,63188.32,Received
1853,63,05/04/23,11/05/23,10/05/23,29944.88,Shipped
1854,8,15/04/22,03/05/22,03/05/22,24504.98,Received
1855,16,17/05/23,01/06/23,02/06/23,53237.57,Received
1856,38,18/05/24,07/06/24,07/06/24,24955.52,Cancelled
1857,25,03/05/22,14/06/22,16/06/22,66524.98,Approved
1858,25,02/04/22,14/05/22,14/05/22,12213.12,Received
1859,46,11/05/22,20/06/22,19/06/22,95445.39,Shipped
1860,18,12/02/22,04/03/22,08/03/22,23252.38,Received
1861,23,26/06/23,30/07/23,30/07/23,42691.61,Received
1862,39,25/04/22,05/05/22,09/05/22,86456.64,Received
1863,61,25/01/24,15/02/24,17/02/24,81863.74,Received
1864,62,20/01/22,21/02/22,21/02/22,87137.72,Received
1865,18,05/01/23,25/01/23,25/01/23,53929.64,Shipped
1866,53,31/07/23,11/08/23,10/08/23,58451.65,Received
1867,46,13/09/23,23/10/23,23/10/23,89450.31,Received
1868,75,17/04/24,26/04/24,27/04/24,26281.27,Shipped
1869,42,16/09/23,04/10/23,02/10/23,33876.33,Received
1870,49,22/06/23,28/07/23,29/07/23,85303.68,Received
1871,45,08/10/23,28/10/23,26/10/23,51959.99,Pending
1872,50,23/07/22,02/09/22,03/09/22,63442.46,Shipped
1873,42,04/11/24,22/11/24,21/11/24,66874.96,Approved
1874,63,25/03/23,30/04/23,29/04/23,27059.13,Received
1875,22,31/01/23,25/02/23,24/02/23,7444.96,Approved
1876,9,12/08/24,10/09/24,09/09/24,38024.16,Shipped
1877,22,31/05/22,25/06/22,27/06/22,15653.48,Approved
1878,10,20/05/23,10/06/23,08/06/23,44209.14,Shipped
1879,38,27/03/22,16/04/22,16/04/22,60082.29,Shipped
1880,38,31/01/22,20/02/22,18/02/22,47107.1,Received
1881,63,20/02/24,27/03/24,27/03/24,78788.87,Shipped
1882,13,16/07/24,26/08/24,30/08/24,71711.03,Shipped
1883,34,18/08/24,02/10/24,03/10/24,82807.77,Received
1884,7,25/07/22,09/08/22,08/08/22,20543.74,Approved
1885,70,12/08/24,23/09/24,23/09/24,9190.06,Shipped
1886,15,28/10/23,08/11/23,08/11/23,46969.57,Received
1887,28,19/11/23,01/01/24,31/12/23,87009.79,Received
1888,73,08/12/23,02/01/24,01/01/24,98253.91,Approved
1889,35,10/08/23,27/08/23,29/08/23,50221.56,Pending
1890,33,09/07/24,15/08/24,15/08/24,32705.74,Pending
1891,37,03/04/23,09/04/23,11/04/23,97355.33,Shipped
1892,24,06/07/23,15/08/23,13/08/23,23023.37,Received
1893,27,07/01/24,21/01/24,20/01/24,33636.93,Shipped
1894,56,03/01/24,05/02/24,07/02/24,74480.41,Approved
1895,70,28/11/23,09/01/24,08/01/24,78209.87,Pending
1896,2,21/03/24,03/04/24,02/04/24,38980.42,Received
1897,65,29/07/22,06/08/22,08/08/22,7846.21,Received
1898,67,11/01/22,20/01/22,18/01/22,71949.08,Received
1899,25,04/10/22,15/11/22,16/11/22,26222.48,Pending
1900,43,03/11/22,20/11/22,22/11/22,40544.32,Received
1901,26,08/06/22,15/07/22,15/07/22,40569.16,Pending
1902,39,11/10/23,21/10/23,20/10/23,20596.07,Received
1903,26,15/08/24,21/09/24,26/09/24,95049,Received
1904,21,09/07/24,31/07/24,01/08/24,16573.23,Cancelled
1905,39,15/08/23,25/08/23,27/08/23,15258.64,Pending
1906,59,26/08/22,26/09/22,03/10/22,7335.47,Cancelled
1907,65,23/06/24,01/07/24,07/07/24,41236.01,Received
1908,68,16/05/22,15/06/22,13/06/22,69984.31,Approved
1909,60,26/01/24,03/02/24,12/02/24,50068.12,Shipped
1910,35,12/03/22,29/03/22,31/03/22,57972.86,Received
1911,19,21/09/22,31/10/22,01/11/22,31856.08,Cancelled
1912,12,13/09/24,06/10/24,04/10/24,11170.75,Received
1913,34,19/08/23,03/10/23,04/10/23,13425.71,Received
1914,38,23/06/24,13/07/24,12/07/24,27137.56,Received
1915,18,11/01/22,31/01/22,01/02/22,72342.82,Pending
1916,32,15/01/22,20/01/22,19/01/22,67160.9,Shipped
1917,28,09/01/22,21/02/22,21/02/22,22751.3,Received
1918,7,28/09/22,13/10/22,14/10/22,20511.46,Cancelled
1919,51,17/10/24,03/11/24,05/11/24,20817.69,Approved
1920,26,16/08/24,22/09/24,23/09/24,67537.06,Cancelled
1921,28,13/01/23,25/02/23,26/02/23,65796.71,Received
1922,33,05/12/22,11/01/23,13/01/23,92546.76,Received
1923,7,16/03/24,31/03/24,02/04/24,56794.8,Received
1924,55,05/09/24,07/10/24,07/10/24,49890.48,Received
1925,9,14/09/23,13/10/23,13/10/23,61207.58,Received
1926,67,30/06/24,09/07/24,09/07/24,12322.98,Shipped
1927,4,27/04/22,15/05/22,16/05/22,33758.94,Approved
1928,47,29/11/22,13/01/23,14/01/23,99880.41,Received
1929,33,16/08/24,22/09/24,02/10/24,62086.82,Shipped
1930,75,19/04/23,28/04/23,30/04/23,36094.42,Received
1931,13,16/03/24,26/04/24,25/04/24,56119.86,Received
1932,22,12/06/22,07/07/22,07/07/22,17439.54,Approved
1933,35,21/01/23,07/02/23,05/02/23,44685.35,Received
1934,55,24/08/23,25/09/23,23/09/23,58731.87,Cancelled
1935,49,10/02/22,18/03/22,26/03/22,71299.61,Shipped
1936,37,20/03/24,26/03/24,25/03/24,58078.6,Shipped
1937,54,26/05/24,15/06/24,15/06/24,26852.51,Received
1938,24,20/02/22,01/04/22,02/04/22,57440.76,Approved
1939,30,22/12/22,03/01/23,05/01/23,82380.2,Received
1940,50,03/03/22,13/04/22,11/04/22,21180.65,Approved
1941,72,18/01/24,17/02/24,18/02/24,57561.16,Shipped
1942,43,20/05/23,06/06/23,04/06/23,99663.52,Received
1943,12,22/10/23,14/11/23,16/11/23,53922.8,Shipped
1944,67,08/01/22,17/01/22,16/01/22,45756.04,Approved
1945,1,05/03/23,17/03/23,15/03/23,32277,Received
1946,6,09/03/23,28/03/23,27/03/23,22232.54,Cancelled
1947,31,29/07/24,24/08/24,25/08/24,75588,Cancelled
1948,73,01/05/24,26/05/24,27/05/24,59033.08,Shipped
1949,9,15/04/24,14/05/24,12/05/24,17305.33,Received
1950,51,23/09/24,10/10/24,10/10/24,47690.86,Received
1951,42,20/07/23,07/08/23,06/08/23,52910.53,Approved
1952,20,31/07/22,19/08/22,18/08/22,62889.65,Received
1953,74,26/07/23,29/08/23,29/08/23,7263,Received
1954,6,22/08/24,10/09/24,08/09/24,11531.06,Received
1955,7,05/08/23,20/08/23,26/08/23,32623.52,Shipped
1956,68,16/08/23,15/09/23,16/09/23,97179.13,Pending
1957,63,21/02/23,29/03/23,31/03/23,40221.66,Shipped
1958,65,24/03/23,01/04/23,03/04/23,41992.04,Received
1959,69,22/09/24,03/11/24,03/11/24,41460.19,Received
1960,17,31/03/23,09/04/23,11/04/23,59509.69,Received
1961,39,29/03/23,08/04/23,07/04/23,63829.73,Received
1962,30,01/08/22,13/08/22,15/08/22,23251.35,Received
1963,21,10/11/24,02/12/24,04/12/24,48509.85,Received
1964,68,06/01/24,05/02/24,07/02/24,35341.8,Approved
1965,32,05/06/23,10/06/23,11/06/23,29430.47,Approved
1966,13,14/03/22,24/04/22,25/04/22,84142.02,Shipped
1967,16,01/10/24,16/10/24,25/10/24,51157.21,Shipped
1968,44,17/05/23,14/06/23,17/06/23,11572.21,Shipped
1969,67,22/07/22,31/07/22,01/08/22,16301.32,Received
1970,2,27/03/23,09/04/23,08/04/23,84885.38,Received
1971,41,07/10/24,22/10/24,22/10/24,98898.67,Shipped
1972,54,17/09/23,07/10/23,15/10/23,32948.72,Shipped
1973,60,24/11/22,02/12/22,02/12/22,91455.35,Received
1974,62,08/01/24,09/02/24,16/02/24,23536.99,Received
1975,21,17/07/22,08/08/22,06/08/22,27257.88,Received
1976,56,26/02/23,31/03/23,31/03/23,65480.53,Shipped
1977,35,19/04/22,06/05/22,04/05/22,86262.35,Shipped
1978,2,24/07/24,06/08/24,16/08/24,80229.62,Shipped
1979,65,14/02/24,22/02/24,23/02/24,41682.7,Received
1980,72,24/11/23,24/12/23,26/12/23,69674.19,Received
1981,24,22/05/23,01/07/23,30/06/23,76213.47,Received
1982,24,15/08/23,24/09/23,23/09/23,92407.67,Received
1983,27,09/03/24,23/03/24,23/03/24,53583.37,Pending
1984,5,06/01/24,23/01/24,24/01/24,94393.91,Approved
1985,1,17/10/22,29/10/22,30/10/22,94263.82,Received
1986,24,26/01/24,06/03/24,07/03/24,22486.34,Shipped
1987,46,10/10/22,19/11/22,17/11/22,22165.23,Received
1988,16,30/06/24,15/07/24,15/07/24,89763.07,Shipped
1989,50,20/05/24,30/06/24,01/07/24,67713.38,Received
1990,41,03/04/24,18/04/24,20/04/24,27053.13,Pending
1991,50,02/06/23,13/07/23,13/07/23,64839.43,Pending
1992,60,31/01/23,08/02/23,08/02/23,22087.47,Received
1993,8,17/05/24,04/06/24,06/06/24,46594.35,Approved
1994,18,31/05/24,20/06/24,18/06/24,5376.21,Received
1995,70,02/06/23,14/07/23,15/07/23,98959.41,Cancelled
1996,23,17/10/24,20/11/24,18/11/24,5130.83,Received
1997,14,14/02/22,05/03/22,03/03/22,83287.22,Pending
1998,36,16/04/23,24/05/23,25/05/23,43332.77,Received
1999,28,18/10/22,30/11/22,01/12/22,59780.71,Received
2000,57,11/07/24,19/07/24,20/07/24,12627.82,Cancelled
2001,13,09/08/23,19/09/23,20/09/23,26377.08,Received
2002,48,19/08/23,14/09/23,13/09/23,60318.74,Shipped
2003,69,08/11/24,20/12/24,21/12/24,63156.15,Shipped
2004,25,09/08/24,20/09/24,19/09/24,46594.66,Pending
2005,19,15/08/24,24/09/24,25/09/24,32961.04,Received
2006,53,08/12/24,19/12/24,20/12/24,93263.65,Shipped
2007,18,07/08/23,27/08/23,29/08/23,16593.4,Shipped
2008,29,18/06/24,26/07/24,01/08/24,17695.28,Received
2009,75,27/02/23,08/03/23,09/03/23,6251.79,Pending
2010,12,20/07/23,12/08/23,14/08/23,31428.17,Received
2011,5,10/10/23,27/10/23,28/10/23,34500.93,Cancelled
2012,3,07/02/23,17/02/23,18/02/23,54794.79,Received
2013,47,28/01/22,14/03/22,15/03/22,25611.78,Shipped
2014,66,05/09/22,20/09/22,21/09/22,82410.02,Cancelled
2015,62,21/09/23,23/10/23,25/10/23,22426.76,Shipped
2016,69,04/10/24,15/11/24,17/11/24,37203.04,Received
2017,13,08/08/22,18/09/22,16/09/22,41881.28,Received
2018,71,21/05/23,08/06/23,09/06/23,63665.55,Shipped
2019,42,25/04/23,13/05/23,11/05/23,58794.55,Received
2020,18,01/11/22,21/11/22,19/11/22,30983.77,Shipped
2021,30,23/02/24,06/03/24,05/03/24,83922.46,Received
2022,11,24/11/22,06/12/22,14/12/22,82453.2,Approved
2023,33,04/07/22,10/08/22,12/08/22,35197.86,Approved
2024,63,21/04/22,27/05/22,28/05/22,29923.82,Received
2025,17,30/10/22,08/11/22,08/11/22,42897.57,Received
2026,21,14/11/23,06/12/23,05/12/23,87221,Shipped
2027,41,20/12/23,04/01/24,10/01/24,10095.45,Received
2028,46,13/08/23,22/09/23,22/09/23,16255.21,Received
2029,35,06/12/22,23/12/22,23/12/22,76174.93,Received
2030,16,28/08/23,12/09/23,12/09/23,47649.51,Approved
2031,27,29/08/24,12/09/24,20/09/24,78290.75,Received
2032,54,11/07/22,31/07/22,30/07/22,34973.23,Received
2033,15,28/12/23,08/01/24,10/01/24,61385.11,Received
2034,49,14/10/24,19/11/24,21/11/24,39410.92,Received
2035,69,21/10/24,02/12/24,04/12/24,9380.42,Received
2036,31,07/12/22,02/01/23,01/01/23,60409.11,Received
2037,51,17/11/22,04/12/22,06/12/22,7054.65,Received
2038,30,13/07/22,25/07/22,26/07/22,51498.41,Received
2039,48,04/06/23,30/06/23,30/06/23,94194.93,Received
2040,56,25/04/23,28/05/23,30/05/23,75923.58,Received
2041,19,07/03/24,16/04/24,16/04/24,23960.71,Received
2042,46,20/05/24,29/06/24,30/06/24,18427.02,Pending
2043,58,09/07/24,19/07/24,19/07/24,12402.6,Received
2044,19,12/10/24,21/11/24,23/11/24,69330.93,Received
2045,28,22/07/22,03/09/22,05/09/22,75746.1,Received
2046,27,26/03/23,09/04/23,18/04/23,70379.48,Shipped
2047,70,28/06/22,09/08/22,10/08/22,44701.13,Shipped
2048,10,29/09/24,20/10/24,22/10/24,86786.2,Received
2049,59,12/09/22,13/10/22,13/10/22,5539.72,Received
2050,12,04/07/23,27/07/23,26/07/23,19672.45,Pending
2051,34,17/09/23,01/11/23,05/11/23,16538.94,Received
2052,60,22/09/22,30/09/22,02/10/22,16545.93,Pending
2053,29,15/12/22,22/01/23,22/01/23,86298.27,Shipped
2054,19,21/11/22,31/12/22,29/12/22,14721.71,Pending
2055,22,11/03/23,05/04/23,04/04/23,22235.34,Received
2056,53,02/07/23,13/07/23,12/07/23,64509.58,Received
2057,21,29/05/24,20/06/24,20/06/24,34840.55,Shipped
2058,61,30/09/22,21/10/22,19/10/22,21998.38,Received
2059,62,13/04/24,15/05/24,14/05/24,7772.77,Received
2060,64,03/07/24,14/08/24,13/08/24,46485.04,Received
2061,34,05/12/24,19/01/25,19/01/25,89247.64,Received
2062,60,28/10/24,05/11/24,07/11/24,82542,Pending
2063,59,15/02/22,18/03/22,16/03/22,81431.06,Received
2064,24,29/09/24,08/11/24,08/11/24,73901.51,Pending
2065,53,19/12/22,30/12/22,30/12/22,35030.52,Shipped
2066,57,15/11/24,23/11/24,25/11/24,91651.29,Received
2067,25,28/02/23,11/04/23,20/04/23,27316.86,Pending
2068,47,04/04/23,19/05/23,21/05/23,47327.32,Received
2069,24,18/06/23,28/07/23,26/07/23,28691.31,Pending
2070,33,28/05/24,04/07/24,05/07/24,81204.44,Shipped
2071,24,30/12/23,08/02/24,08/02/24,46515.95,Shipped
2072,4,04/03/22,22/03/22,20/03/22,64924.48,Approved
2073,4,15/09/24,03/10/24,04/10/24,64506.89,Shipped
2074,3,13/09/23,23/09/23,22/09/23,6096.17,Cancelled
2075,20,04/01/22,23/01/22,23/01/22,87622.55,Received
2076,31,11/11/23,07/12/23,09/12/23,90710.05,Received
2077,56,01/02/24,05/03/24,04/03/24,61807.92,Received
2078,27,29/02/24,14/03/24,13/03/24,91045.94,Received
2079,37,31/10/23,06/11/23,08/11/23,45750.36,Pending
2080,62,12/10/24,13/11/24,13/11/24,11267.63,Approved
2081,50,25/11/23,05/01/24,05/01/24,72370.53,Received
2082,40,17/05/24,30/05/24,07/06/24,20281.72,Received
2083,42,16/06/24,04/07/24,05/07/24,85083.1,Received
2084,33,14/07/24,20/08/24,19/08/24,23850.19,Approved
2085,5,21/06/24,08/07/24,10/07/24,96157.97,Shipped
2086,46,02/09/24,12/10/24,13/10/24,85535.88,Received
2087,2,11/03/23,24/03/23,24/03/23,97822.64,Received
2088,20,05/04/23,24/04/23,23/04/23,95509.74,Approved
2089,29,25/05/23,02/07/23,04/07/23,73547.85,Received
2090,49,16/10/23,21/11/23,21/11/23,57482.68,Received
2091,43,12/02/23,01/03/23,02/03/23,40015.44,Received
2092,17,12/04/22,21/04/22,20/04/22,41931.06,Approved
2093,43,13/02/22,02/03/22,28/02/22,91122.49,Shipped
2094,71,22/02/24,11/03/24,14/03/24,91649.37,Approved
2095,28,20/01/23,04/03/23,05/03/23,92991.03,Received
2096,33,09/03/24,15/04/24,14/04/24,66849.13,Approved
2097,7,28/06/22,13/07/22,13/07/22,55230.81,Shipped
2098,53,13/06/23,24/06/23,23/06/23,85540.12,Shipped
2099,33,12/03/23,18/04/23,20/04/23,62759.03,Received
2100,48,17/03/22,12/04/22,12/04/22,13052.14,Received
2101,31,08/12/24,03/01/25,02/01/25,87087.92,Pending
2102,66,06/03/24,21/03/24,22/03/24,77419.95,Received
2103,9,14/10/23,12/11/23,13/11/23,65818.22,Shipped
2104,15,06/06/22,17/06/22,17/06/22,79016.61,Shipped
2105,65,29/01/22,06/02/22,05/02/22,40577.07,Pending
2106,67,12/05/23,21/05/23,24/05/23,38711.72,Received
2107,50,29/09/24,09/11/24,07/11/24,62434.04,Approved
2108,65,09/10/23,17/10/23,18/10/23,91629.49,Shipped
2109,37,09/02/24,15/02/24,15/02/24,42701.92,Approved
2110,15,14/02/23,25/02/23,25/02/23,92418.08,Received
2111,72,27/01/22,26/02/22,24/02/22,88958.31,Shipped
2112,42,02/03/22,20/03/22,21/03/22,22450.84,Received
2113,14,09/10/22,28/10/22,26/10/22,72497.76,Received
2114,74,28/10/22,01/12/22,03/12/22,83386.27,Approved
2115,59,13/01/23,13/02/23,13/02/23,33894.65,Approved
2116,43,21/07/24,07/08/24,15/08/24,20680.52,Received
2117,58,01/07/24,11/07/24,13/07/24,47916.14,Approved
2118,12,23/02/23,18/03/23,25/03/23,96030.13,Approved
2119,55,18/09/22,20/10/22,20/10/22,50013.24,Approved
2120,41,31/10/24,15/11/24,15/11/24,12652.35,Pending
2121,31,14/02/23,12/03/23,11/03/23,92334.97,Shipped
2122,9,07/05/23,05/06/23,05/06/23,83887.23,Shipped
2123,51,21/06/22,08/07/22,06/07/22,32529.19,Received
2124,27,13/02/23,27/02/23,01/03/23,13878.06,Shipped
2125,47,19/06/22,03/08/22,04/08/22,8144.91,Received
2126,23,26/08/24,29/09/24,30/09/24,41464.72,Received
2127,25,11/08/24,22/09/24,20/09/24,32566.67,Received
2128,10,24/01/22,14/02/22,16/02/22,61818.7,Shipped
2129,60,05/05/22,13/05/22,14/05/22,24576.65,Cancelled
2130,62,16/12/22,17/01/23,15/01/23,87457.4,Received
2131,68,15/09/23,15/10/23,17/10/23,58877.62,Received
2132,20,19/06/24,08/07/24,06/07/24,32991.86,Pending
2133,12,07/09/23,30/09/23,02/10/23,34006.11,Shipped
2134,10,11/09/23,02/10/23,30/09/23,25746.58,Received
2135,2,24/01/22,06/02/22,04/02/22,96863.03,Approved
2136,68,01/08/22,31/08/22,31/08/22,7076.32,Received
2137,51,02/02/22,19/02/22,21/02/22,22708.94,Cancelled
2138,60,25/03/24,02/04/24,07/04/24,54630.85,Pending
2139,38,05/12/23,25/12/23,27/12/23,28666.85,Approved
2140,22,16/02/24,12/03/24,12/03/24,11220.3,Approved
2141,37,09/02/24,15/02/24,15/02/24,66184.89,Shipped
2142,40,01/02/22,14/02/22,15/02/22,50474.51,Shipped
2143,45,29/10/24,18/11/24,18/11/24,26936.78,Pending
2144,26,15/05/23,21/06/23,21/06/23,37702.72,Cancelled
2145,42,06/01/22,24/01/22,23/01/22,35284.59,Shipped
2146,23,01/07/24,04/08/24,03/08/24,25532.67,Pending
2147,58,17/06/22,27/06/22,29/06/22,99619.99,Shipped
2148,66,12/03/24,27/03/24,27/03/24,97685.87,Shipped
2149,52,23/07/23,24/08/23,25/08/23,62124.05,Received
2150,71,28/10/23,15/11/23,17/11/23,78304.36,Received
2151,41,28/06/24,13/07/24,14/07/24,68991.81,Approved
2152,57,04/06/22,12/06/22,14/06/22,9340.85,Approved
2153,14,11/12/23,30/12/23,29/12/23,38970.93,Received
2154,71,02/09/24,20/09/24,22/09/24,34672.76,Pending
2155,34,12/06/23,27/07/23,27/07/23,38271.75,Pending
2156,75,05/02/23,14/02/23,12/02/23,48247.44,Shipped
2157,56,23/06/23,26/07/23,26/07/23,63928.41,Approved
2158,70,01/11/23,13/12/23,14/12/23,57979.73,Shipped
2159,2,24/10/22,06/11/22,07/11/22,32215.09,Approved
2160,4,16/02/23,06/03/23,05/03/23,71681.69,Cancelled
2161,34,05/08/24,19/09/24,17/09/24,70066.71,Received
2162,31,23/12/22,18/01/23,20/01/23,71775.76,Cancelled
2163,39,28/06/24,08/07/24,07/07/24,49467.83,Received
2164,52,31/10/22,02/12/22,03/12/22,86487.98,Shipped
2165,10,25/11/24,16/12/24,14/12/24,73392.09,Shipped
2166,3,18/11/22,28/11/22,28/11/22,94048.55,Received
2167,25,06/11/22,18/12/22,28/12/22,78045.32,Cancelled
2168,74,04/04/23,08/05/23,06/05/23,45956.19,Received
2169,71,05/12/24,23/12/24,21/12/24,48550.13,Received
2170,43,24/10/23,10/11/23,20/11/23,62367.5,Received
2171,36,30/11/24,07/01/25,06/01/25,99588.94,Received
2172,61,08/03/24,29/03/24,30/03/24,56129.8,Received
2173,33,29/08/24,05/10/24,05/10/24,34268.13,Received
2174,48,29/04/23,25/05/23,26/05/23,61368.58,Received
2175,32,06/06/23,11/06/23,13/06/23,75323.2,Received
2176,2,25/11/23,08/12/23,10/12/23,89146.87,Received
2177,14,09/11/22,28/11/22,30/11/22,11925.41,Approved
2178,6,18/05/24,06/06/24,07/06/24,67514.27,Received
2179,12,03/08/23,26/08/23,28/08/23,92667.83,Pending
2180,11,12/01/24,24/01/24,23/01/24,35138.27,Shipped
2181,8,26/04/23,14/05/23,15/05/23,44831.81,Shipped
2182,17,12/02/23,21/02/23,21/02/23,81885.96,Received
2183,4,18/06/24,06/07/24,08/07/24,32685.42,Pending
2184,32,06/02/23,11/02/23,09/02/23,62029.87,Shipped
2185,36,29/04/24,06/06/24,04/06/24,7905.34,Cancelled
2186,61,30/09/23,21/10/23,22/10/23,67365.93,Cancelled
2187,40,31/10/22,13/11/22,13/11/22,99438.56,Received
2188,10,07/05/23,28/05/23,30/05/23,47782.01,Approved
2189,62,23/09/22,25/10/22,25/10/22,92866.52,Received
2190,66,27/02/23,14/03/23,16/03/23,6906.32,Approved
2191,59,17/01/24,17/02/24,18/02/24,69109.04,Cancelled
2192,62,16/07/24,17/08/24,18/08/24,66602.88,Shipped
2193,57,07/11/23,15/11/23,15/11/23,23492.59,Pending
2194,64,05/09/23,17/10/23,26/10/23,75747.06,Received
2195,31,02/02/23,28/02/23,27/02/23,44126.91,Received
2196,62,13/03/23,14/04/23,16/04/23,10033.56,Approved
2197,63,08/06/22,14/07/22,17/07/22,34756.56,Shipped
2198,26,01/01/24,07/02/24,08/02/24,84396.82,Shipped
2199,47,22/06/23,06/08/23,04/08/23,75957.98,Received
2200,55,26/08/24,27/09/24,01/10/24,44846.28,Received
2201,30,24/12/22,05/01/23,06/01/23,85354.97,Received
2202,17,05/04/22,14/04/22,14/04/22,84993.42,Shipped
2203,49,27/05/23,02/07/23,04/07/23,81806.94,Shipped
2204,10,04/08/23,25/08/23,27/08/23,35998.65,Shipped
