InventoryID,ProductID,WarehouseID,QuantityOnHand,ReorderPoint,SafetyStock,LastStocktakeDate,InventoryValue
2937,40,10,603,288,81,31/08/25,173109.24
2938,56,10,128,62,70,31/08/25,48093.44
2939,173,10,1198,240,126,31/08/25,527287.72
2940,211,10,1460,257,110,31/08/25,143518
2941,271,10,1283,296,31,31/08/25,555949.56
2942,357,10,1423,127,40,31/08/25,266570.59
2943,55,10,1363,128,73,31/08/25,84247.03
2944,199,10,216,256,67,31/08/25,70971.12
2945,29,10,1064,172,33,31/08/25,521849.44
2946,306,10,175,228,127,31/08/25,46770.5
2947,25,10,786,258,53,31/08/25,62612.76
2948,121,10,640,139,108,31/08/25,103353.6
2949,112,10,135,139,150,31/08/25,45256.05
2950,151,10,416,119,41,31/08/25,69605.12
2951,142,10,767,176,28,31/08/25,237256.11
2952,346,10,1386,117,146,31/08/25,658183.68
2953,264,10,173,223,69,31/08/25,51939.79
2954,292,10,1482,263,60,31/08/25,199743.96
2955,259,10,1393,149,108,31/08/25,27093.85
2956,47,10,1303,71,45,31/08/25,201469.86
2957,318,10,339,93,30,31/08/25,61087.8
2958,203,10,216,184,120,31/08/25,89691.84
2959,226,10,1075,211,47,31/08/25,493285.25
2960,294,10,369,90,135,31/08/25,99818.19
2961,66,10,1264,250,99,31/08/25,447683.52
2962,163,10,123,251,103,31/08/25,32114.07
2963,3,10,1027,283,137,31/08/25,148370.69
2964,359,10,919,119,72,31/08/25,17084.21
2965,139,10,490,60,37,31/08/25,116232.9
2966,263,10,481,276,85,31/08/25,34295.3
2967,15,10,1496,86,107,31/08/25,309896.4
2968,241,10,1378,183,98,31/08/25,66433.38
2969,175,10,42,161,102,31/08/25,7814.52
2970,343,10,9,97,27,31/08/25,2558.7
2971,358,10,207,247,36,31/08/25,61903.35
2972,189,10,586,141,132,31/08/25,81577.06
2973,355,10,116,237,27,31/08/25,30166.96
2974,156,10,460,137,28,31/08/25,221011.6
2975,378,10,39,247,83,31/08/25,19425.51
2976,370,10,573,265,69,31/08/25,244298.55
2977,225,10,509,81,106,31/08/25,194875.74
2978,48,10,690,212,54,31/08/25,300074.1
2979,85,10,908,163,137,31/08/25,395751.8
2980,300,10,1182,286,131,31/08/25,508319.1
2981,150,10,219,299,87,31/08/25,79915.29
2982,332,10,733,133,105,31/08/25,54696.46
2983,10,10,1406,203,46,31/08/25,578105.02
2984,153,10,1077,59,33,31/08/25,278921.46
2985,321,10,399,122,119,31/08/25,109541.46
2986,330,10,39,178,46,31/08/25,11564.67
2987,100,10,1123,105,58,31/08/25,558512.82
2988,245,10,818,98,144,31/08/25,253784.5
2989,44,10,863,285,147,31/08/25,240751.11
2990,45,10,518,236,110,31/08/25,67049.92
2991,315,10,1292,89,66,31/08/25,445365.32
2992,348,10,1010,146,20,31/08/25,462095.2
2993,178,10,993,270,69,31/08/25,24755.49
2994,190,10,823,249,28,31/08/25,372876.61
2995,384,10,355,277,103,31/08/25,73779.65
2996,310,10,1130,89,117,31/08/25,64749
2997,391,10,396,176,88,31/08/25,134956.8
2998,109,10,348,69,125,31/08/25,74061.36
2999,152,10,184,124,78,31/08/25,4778.48
3000,238,10,1350,185,57,31/08/25,26541
3001,390,10,484,231,39,31/08/25,214716.92
3002,298,10,614,127,41,31/08/25,219566.4
3003,317,10,1288,110,26,31/08/25,113537.2
3004,399,10,186,215,104,31/08/25,52703.1
3005,171,10,293,99,114,31/08/25,36525.38
3006,210,10,772,217,138,31/08/25,261229.36
3007,172,10,229,240,47,31/08/25,110270.37
3008,322,10,1038,234,40,31/08/25,311991.66
3009,353,10,527,277,75,31/08/25,83750.84
3010,111,10,1495,258,87,31/08/25,209628.9
3011,230,10,1121,284,84,31/08/25,515021.03
3012,53,10,1248,123,84,31/08/25,52615.68
3013,262,10,845,138,145,31/08/25,52001.3
3014,93,10,1161,293,128,31/08/25,373319.55
3015,320,10,1062,152,125,31/08/25,470359.8
3016,43,10,1064,205,48,31/08/25,422940
3017,86,10,145,268,85,31/08/25,26978.7
3018,138,10,1456,197,32,31/08/25,612087.84
3019,145,10,446,197,54,31/08/25,12019.7
3020,273,10,1094,187,141,31/08/25,297228.86
3021,246,10,1328,295,92,31/08/25,296024.48
3022,155,10,906,206,81,31/08/25,171369.9
3023,95,10,223,123,23,31/08/25,60747.43
3024,250,10,182,246,37,31/08/25,57967
3025,9,10,1071,194,51,31/08/25,422777.25
3026,341,10,863,97,128,31/08/25,364764.21
3027,239,10,146,64,22,31/08/25,56534.12
3028,34,10,423,83,102,31/08/25,129264.57
3029,383,10,1299,123,69,31/08/25,79810.56
3030,6,10,119,211,120,31/08/25,34907.46
3031,248,10,1135,153,77,31/08/25,464396.6
3032,135,10,623,250,85,31/08/25,200842.74
3033,224,10,830,261,21,31/08/25,66765.2
3034,4,10,1177,153,94,31/08/25,59662.13
3035,375,10,514,203,113,31/08/25,97500.66
3036,291,10,521,245,133,31/08/25,111144.93
3037,36,10,443,238,137,31/08/25,155098.73
3038,336,10,820,143,52,31/08/25,390377.4
3039,67,10,1281,175,47,31/08/25,328678.98
3040,227,10,193,192,44,31/08/25,14100.58
3041,84,10,1420,203,51,31/08/25,623167
3042,223,10,1178,263,29,31/08/25,247262.2
3043,349,10,138,148,40,31/08/25,54418.92
3044,64,10,512,270,42,31/08/25,9876.48
3045,316,10,822,212,41,31/08/25,184539
3046,132,10,368,294,105,31/08/25,81567.2
3047,7,10,1114,278,104,31/08/25,62250.32
3048,283,10,258,162,47,31/08/25,90124.56
3049,198,10,1257,105,36,31/08/25,168551.13
3050,108,10,1149,238,45,31/08/25,500481.42
3051,327,10,213,162,147,31/08/25,36993.84
3052,319,10,1499,80,53,31/08/25,226468.92
3053,82,10,1025,116,46,31/08/25,132286.5
3054,279,10,83,283,54,31/08/25,4506.07
3055,362,10,321,199,40,31/08/25,143891.46
3056,2,10,1099,66,90,31/08/25,450007.53
3057,76,10,1474,121,70,31/08/25,185547.12
3058,70,10,548,289,114,31/08/25,234944.04
3059,63,10,939,220,113,31/08/25,210157.59
3060,314,10,855,70,139,31/08/25,199822.05
3061,301,10,740,61,96,31/08/25,121574.6
3062,231,10,799,250,120,31/08/25,151538.34
3063,168,10,694,205,129,31/08/25,308864.7
3064,31,10,1391,267,108,31/08/25,524740.84
3065,83,10,1256,224,110,31/08/25,366613.84
3066,269,10,1170,159,64,31/08/25,71990.1
3067,33,10,344,184,25,31/08/25,23213.12
3068,154,10,1180,297,51,31/08/25,45170.4
3069,71,10,370,254,127,31/08/25,178558.3
3070,305,10,418,161,39,31/08/25,50297.94
3071,290,10,467,146,36,31/08/25,117819.43
3072,187,10,297,241,66,31/08/25,138752.46
3073,360,10,414,261,20,31/08/25,44434.62
3074,214,10,148,284,150,31/08/25,22846.76
3075,337,10,1411,131,146,31/08/25,695213.81
3076,27,10,380,161,124,31/08/25,3009.6
3077,130,10,654,224,102,31/08/25,326993.46
3078,11,10,260,160,110,31/08/25,46493.2
3079,347,10,627,200,78,31/08/25,27456.33
3080,180,10,17,212,142,31/08/25,4822.05
3081,143,10,255,172,116,31/08/25,69951.6
3082,5,10,1369,166,149,31/08/25,306258.99
3083,309,10,0,98,126,31/08/25,0
3084,74,10,466,279,73,31/08/25,147917.72
3085,380,10,1180,139,88,31/08/25,155311.6
3086,159,10,66,128,70,31/08/25,18042.42
3087,284,10,660,69,131,31/08/25,32485.2
3088,185,10,945,134,125,31/08/25,170449.65
3089,169,10,227,99,76,31/08/25,9334.24
3090,371,10,803,72,141,31/08/25,51640.93
3091,192,10,159,156,40,31/08/25,26072.82
3092,30,10,1376,211,144,31/08/25,597307.84
3093,201,10,1110,256,71,31/08/25,548861.7
3094,141,10,883,267,118,31/08/25,370118.28
3095,228,10,1450,137,138,31/08/25,450703.5
3096,288,10,1048,209,84,31/08/25,292318.64
3097,274,10,800,78,128,31/08/25,367832
3098,182,10,1453,214,73,31/08/25,598229.16
3099,236,10,166,136,141,31/08/25,20588.98
3100,297,10,117,98,108,31/08/25,45824.22
3101,386,10,634,170,134,31/08/25,230249.78
3102,127,10,804,59,51,31/08/25,104310.96
3103,78,10,473,274,75,31/08/25,213370.3
3104,133,10,1,129,117,31/08/25,269.34
3105,148,10,1234,136,69,31/08/25,122906.4
3106,14,10,742,249,114,31/08/25,162119.58
3107,17,10,238,67,57,31/08/25,53235.84
3108,22,10,859,238,47,31/08/25,230134.69
3109,400,10,248,199,98,31/08/25,95447.76
3110,103,10,591,154,106,31/08/25,220779.87
3111,38,10,175,282,35,31/08/25,78107.75
3112,65,10,1231,144,50,31/08/25,610785.27
3113,382,10,896,80,48,31/08/25,191143.68
3114,18,10,1284,203,44,31/08/25,428355.24
3115,377,10,415,228,113,31/08/25,63333.15
3116,188,10,975,161,70,31/08/25,145050.75
3117,308,10,591,164,55,31/08/25,242830.08
3118,388,10,450,285,45,31/08/25,192033
3119,268,10,270,242,127,31/08/25,73202.4
3120,329,10,692,60,23,31/08/25,332526.76
3121,81,10,799,106,44,31/08/25,298714.14
3122,278,10,959,71,37,31/08/25,398013.77
3123,237,10,416,97,82,31/08/25,155584
3124,232,10,878,153,50,31/08/25,435382.64
3125,131,10,507,228,115,31/08/25,87051.9
3126,97,10,999,253,132,31/08/25,389729.88
3127,126,10,774,256,87,31/08/25,300590.64
3128,107,10,1447,95,92,31/08/25,672710.3
3129,257,10,199,92,141,31/08/25,11766.87
3130,197,10,992,248,63,31/08/25,257979.52
3131,256,10,1131,257,77,31/08/25,60304.92
3132,234,10,823,259,85,31/08/25,371279.99
3133,87,10,1240,129,31,31/08/25,240076.4
3134,118,10,1404,236,67,31/08/25,60105.24
3135,342,10,1106,116,129,31/08/25,208657.96
3136,162,10,993,278,43,31/08/25,206881.62
3137,161,10,70,200,107,31/08/25,28196.7
3138,368,10,822,169,113,31/08/25,43820.82
3139,338,10,692,254,65,31/08/25,116871.88
3140,158,10,7,98,103,31/08/25,633.22
3141,217,10,1102,96,23,31/08/25,84247.9
3142,361,10,1488,164,39,31/08/25,135006.24
3143,123,10,514,182,90,31/08/25,153721.98
3144,302,10,623,119,45,31/08/25,71944.04
3145,285,10,575,106,41,31/08/25,285493.25
3146,345,10,928,260,125,31/08/25,40906.24
3147,356,10,819,50,37,31/08/25,82243.98
3148,37,10,996,205,48,31/08/25,187676.28
3149,374,10,1061,221,147,31/08/25,73272.66
3150,46,10,999,275,135,31/08/25,244435.32
3151,355,11,383,196,32,31/08/25,99602.98
3152,157,11,1330,151,59,31/08/25,300460.3
3153,395,11,183,194,94,31/08/25,77807.94
3154,103,11,575,244,51,31/08/25,214802.75
3155,278,11,675,190,116,31/08/25,280145.25
3156,138,11,1442,179,110,31/08/25,606202.38
3157,268,11,505,161,117,31/08/25,136915.6
3158,188,11,20,253,103,31/08/25,2975.4
3159,17,11,739,215,137,31/08/25,165299.52
3160,301,11,1270,172,104,31/08/25,208648.3
3161,335,11,1287,216,94,31/08/25,421145.01
3162,392,11,1209,156,26,31/08/25,537231.24
3163,281,11,1059,181,90,31/08/25,48502.2
3164,353,11,482,134,24,31/08/25,76599.44
3165,31,11,627,109,99,31/08/25,236529.48
3166,286,11,716,128,41,31/08/25,79089.36
3167,299,11,573,177,21,31/08/25,47484.51
3168,304,11,491,151,23,31/08/25,146263.99
3169,119,11,506,101,110,31/08/25,28280.34
3170,154,11,503,262,52,31/08/25,19254.84
3171,275,11,762,77,122,31/08/25,57431.94
3172,240,11,1243,297,136,31/08/25,245939.98
3173,10,11,12,202,83,31/08/25,4934.04
3174,127,11,931,203,24,31/08/25,120787.94
3175,184,11,871,196,99,31/08/25,93745.73
3176,266,11,799,256,124,31/08/25,57991.42
3177,310,11,337,252,87,31/08/25,19310.1
3178,47,11,111,66,104,31/08/25,17162.82
3179,224,11,233,172,106,31/08/25,18742.52
3180,314,11,8,110,101,31/08/25,1869.68
3181,104,11,1500,147,48,31/08/25,270045
3182,22,11,664,159,41,31/08/25,177892.24
3183,32,11,379,273,39,31/08/25,123864.78
3184,253,11,193,156,140,31/08/25,93224.79
3185,70,11,955,193,33,31/08/25,409437.15
3186,60,11,1415,293,95,31/08/25,336288.9
3187,80,11,33,82,69,31/08/25,6028.44
3188,148,11,1371,255,92,31/08/25,136551.6
3189,198,11,1476,153,24,31/08/25,197916.84
3190,92,11,123,178,110,31/08/25,22980.09
3191,379,11,139,50,54,31/08/25,68460.28
3192,223,11,68,228,138,31/08/25,14273.2
3193,232,11,477,113,122,31/08/25,236534.76
3194,125,11,357,122,121,31/08/25,45563.91
3195,330,11,423,136,131,31/08/25,125432.19
3196,146,11,930,284,60,31/08/25,88563.9
3197,161,11,883,140,99,31/08/25,355681.23
3198,227,11,985,119,27,31/08/25,71964.1
3199,21,11,1113,59,20,31/08/25,448572.39
3200,69,11,477,271,21,31/08/25,80880.12
3201,189,11,1357,127,95,31/08/25,188907.97
3202,255,11,1238,286,97,31/08/25,77313.1
3203,109,11,449,110,76,31/08/25,95556.18
3204,156,11,609,298,72,31/08/25,292600.14
3205,358,11,1392,299,130,31/08/25,416277.6
3206,309,11,674,259,114,31/08/25,312324.86
3207,233,11,710,212,72,31/08/25,63779.3
3208,190,11,640,84,68,31/08/25,289964.8
3209,209,11,711,240,101,31/08/25,66364.74
3210,359,11,643,157,143,31/08/25,11953.37
3211,50,11,127,285,117,31/08/25,10013.95
3212,274,11,402,161,21,31/08/25,184835.58
3213,38,11,1107,203,64,31/08/25,494087.31
3214,369,11,1045,126,146,31/08/25,189009.15
3215,130,11,1420,283,130,31/08/25,709985.8
3216,333,11,291,202,24,31/08/25,3096.24
3217,344,11,1203,300,24,31/08/25,42333.57
3218,218,11,1032,228,63,31/08/25,135419.04
3219,206,11,162,118,79,31/08/25,18283.32
3220,20,11,933,253,124,31/08/25,326270.1
3221,181,11,909,223,53,31/08/25,218087.28
3222,165,11,657,146,134,31/08/25,84785.85
3223,329,11,1081,232,124,31/08/25,519452.93
3224,318,11,341,221,71,31/08/25,61448.2
3225,394,11,801,289,28,31/08/25,267165.54
3226,291,11,34,150,70,31/08/25,7253.22
3227,380,11,1106,298,40,31/08/25,145571.72
3228,150,11,715,263,115,31/08/25,260910.65
3229,8,11,1370,67,62,31/08/25,604581
3230,214,11,627,148,39,31/08/25,96789.99
3231,131,11,1024,63,89,31/08/25,175820.8
3232,173,11,138,220,76,31/08/25,60739.32
3233,292,11,1406,188,138,31/08/25,189500.68
3234,163,11,1309,122,139,31/08/25,341766.81
3235,49,11,251,133,133,31/08/25,121212.92
3236,397,11,584,218,71,31/08/25,132457.04
3237,194,11,79,239,69,31/08/25,757.61
3238,9,11,1330,281,54,31/08/25,525017.5
3239,196,11,181,233,101,31/08/25,17587.77
3240,399,11,1271,214,97,31/08/25,360137.85
3241,261,11,52,79,41,31/08/25,12037.48
3242,122,11,1341,102,125,31/08/25,55946.52
3243,306,11,971,248,128,31/08/25,259509.46
3244,371,11,1327,281,119,31/08/25,85339.37
3245,362,11,41,247,113,31/08/25,18378.66
3246,225,11,144,99,125,31/08/25,55131.84
3247,396,11,1479,176,53,31/08/25,44251.68
3248,234,11,1297,217,76,31/08/25,585115.61
3249,41,11,554,73,54,31/08/25,221561.22
3250,252,11,922,168,122,31/08/25,355550.86
3251,327,11,341,72,123,31/08/25,59224.88
3252,316,11,1447,257,107,31/08/25,324851.5
3253,321,11,704,188,128,31/08/25,193276.16
3254,26,11,1376,80,92,31/08/25,49288.32
3255,364,11,293,270,138,31/08/25,10723.8
3256,102,11,18,119,99,31/08/25,6016.14
3257,221,11,71,70,115,31/08/25,21596.78
3258,34,11,1354,139,108,31/08/25,413768.86
3259,262,11,1145,136,69,31/08/25,70463.3
3260,44,11,1011,54,124,31/08/25,282038.67
3261,350,11,23,81,118,31/08/25,6521.19
3262,373,11,688,253,126,31/08/25,219527.04
3263,66,11,1404,188,27,31/08/25,497268.72
3264,141,11,1334,178,41,31/08/25,559159.44
3265,28,11,752,123,25,31/08/25,85434.72
3266,167,11,1245,163,110,31/08/25,56286.45
3267,117,11,1475,131,101,31/08/25,185024
3268,12,11,500,80,56,31/08/25,146195
3269,81,11,191,50,100,31/08/25,71407.26
3270,180,11,571,272,82,31/08/25,161964.15
3271,53,11,227,287,133,31/08/25,9570.32
3272,243,11,118,50,91,31/08/25,31028.1
3273,74,11,382,150,42,31/08/25,121254.44
3274,375,11,557,285,31,31/08/25,105657.33
3275,210,11,499,214,97,31/08/25,168851.62
3276,164,11,223,65,121,31/08/25,58305.58
3277,182,11,479,262,80,31/08/25,197213.88
3278,298,11,1089,208,123,31/08/25,389426.4
3279,75,11,1213,216,134,31/08/25,105955.55
3280,324,11,210,185,95,31/08/25,98265.3
3281,211,11,836,153,121,31/08/25,82178.8
3282,87,11,1105,128,150,31/08/25,213939.05
3283,300,11,1377,163,122,31/08/25,592178.85
3284,265,11,606,60,35,31/08/25,53085.6
3285,269,11,1462,256,100,31/08/25,89956.86
3286,172,11,996,117,125,31/08/25,479603.88
3287,277,11,616,114,70,31/08/25,205590
3288,297,11,377,97,31,31/08/25,147655.82
3289,280,11,405,68,88,31/08/25,42585.75
3290,326,11,78,94,28,31/08/25,1855.62
3291,345,11,703,180,121,31/08/25,30988.24
3292,248,11,1392,50,46,31/08/25,569550.72
3293,11,11,1055,63,83,31/08/25,188655.1
3294,366,11,1152,236,44,31/08/25,522915.84
3295,61,11,180,273,42,31/08/25,59936.4
3296,136,11,1059,250,29,31/08/25,148291.77
3297,383,11,1317,63,55,31/08/25,80916.48
3298,79,11,960,278,105,31/08/25,123648
3299,68,11,894,161,148,31/08/25,129638.94
3300,4,11,471,136,58,31/08/25,23874.99
3301,245,11,1324,86,29,31/08/25,410771
3302,54,11,285,66,21,31/08/25,41310.75
3303,168,11,877,114,109,31/08/25,390308.85
3304,347,11,624,163,52,31/08/25,27324.96
3305,260,11,801,132,29,31/08/25,302297.4
3306,105,11,304,64,86,31/08/25,88485.28
3307,128,11,1246,197,36,31/08/25,373239.3
3308,37,11,621,74,133,31/08/25,117015.03
3309,57,11,236,181,133,31/08/25,64260.44
3310,3,11,1335,108,117,31/08/25,192867.45
3311,42,11,1420,52,73,31/08/25,176747.4
3312,370,11,775,293,136,31/08/25,330421.25
3313,48,11,196,239,82,31/08/25,85238.44
3314,18,11,385,209,148,31/08/25,128439.85
3315,239,11,27,142,133,31/08/25,10454.94
3316,27,11,360,87,94,31/08/25,2851.2
3317,341,11,971,102,120,31/08/25,410412.57
3318,219,11,1019,137,70,31/08/25,195342.3
3319,107,11,899,297,148,31/08/25,417945.1
3320,290,11,159,132,43,31/08/25,40114.11
3321,65,11,1379,182,61,31/08/25,684218.43
3322,112,11,293,226,103,31/08/25,98222.39
3323,320,11,373,246,122,31/08/25,165201.7
3324,381,11,675,239,122,31/08/25,42066
3325,382,11,269,284,60,31/08/25,57385.77
3326,361,11,399,272,88,31/08/25,36201.27
3327,384,11,775,239,148,31/08/25,161068.25
3328,171,11,863,226,43,31/08/25,107581.58
3329,346,11,889,228,22,31/08/25,422168.32
3330,354,11,1343,219,28,31/08/25,185817.48
3331,283,11,1097,194,74,31/08/25,383204.04
3332,140,11,1278,227,34,31/08/25,497410.38
3333,285,11,764,295,90,31/08/25,379333.64
3334,2,11,582,61,32,31/08/25,238311.54
3335,302,11,915,66,144,31/08/25,105664.2
3336,170,11,1252,276,83,31/08/25,540162.88
3337,178,11,726,86,117,31/08/25,18099.18
3338,387,11,1231,110,55,31/08/25,538808.7
3339,126,11,1353,111,73,31/08/25,525451.08
3340,192,11,899,171,100,31/08/25,147418.02
3341,129,11,932,293,80,31/08/25,313972.16
3342,111,11,156,215,115,31/08/25,21874.32
3343,287,11,719,149,145,31/08/25,271393.74
3344,177,11,1258,134,70,31/08/25,251574.84
3345,284,11,1224,167,134,31/08/25,60245.28
3346,386,11,777,193,113,31/08/25,282183.09
3347,294,11,1041,272,100,31/08/25,281600.91
3348,36,11,181,299,51,31/08/25,63369.91
3349,378,11,1135,209,104,31/08/25,565332.15
3350,58,11,14,188,130,31/08/25,1656.48
3351,43,11,502,96,149,31/08/25,199545
3352,279,11,188,265,46,31/08/25,10206.52
3353,311,11,516,269,42,31/08/25,70268.88
3354,100,11,1259,82,133,31/08/25,626151.06
3355,250,11,516,120,90,31/08/25,164346
3356,23,11,1432,264,137,31/08/25,534293.52
3357,64,11,1424,268,22,31/08/25,27468.96
3358,348,11,902,87,104,31/08/25,412683.04
3359,257,11,1099,117,71,31/08/25,64983.87
3360,256,11,771,258,65,31/08/25,41109.72
3361,45,11,805,177,21,31/08/25,104199.2
3362,271,11,169,111,113,31/08/25,73231.08
3363,88,11,1208,61,46,31/08/25,138412.64
3364,159,11,1006,274,101,31/08/25,275010.22
3365,217,11,850,65,50,31/08/25,64982.5
3366,133,11,1498,201,102,31/08/25,403471.32
3367,242,11,1076,257,141,31/08/25,54951.32
3368,212,11,1124,157,57,31/08/25,61752.56
3369,276,11,203,87,111,31/08/25,76358.45
3370,388,11,337,103,137,31/08/25,143811.38
3371,315,11,722,84,103,31/08/25,248880.62
3372,226,11,405,85,86,31/08/25,185842.35
3373,19,11,543,193,70,31/08/25,42321.42
3374,349,11,1368,89,130,31/08/25,539457.12
3375,213,11,61,180,101,31/08/25,7381
3376,135,11,313,71,119,31/08/25,100904.94
3377,331,11,516,92,132,31/08/25,10851.48
3378,52,11,1259,258,143,31/08/25,604634.75
3379,155,11,621,267,72,31/08/25,117462.15
3380,183,11,556,244,59,31/08/25,44457.76
3381,264,11,653,220,146,31/08/25,196050.19
3382,142,11,1489,168,51,31/08/25,460592.37
3383,365,11,1244,150,141,31/08/25,477584.04
3384,303,11,805,64,145,31/08/25,224417.9
3385,71,11,1111,187,117,31/08/25,536157.49
3386,231,11,1118,183,33,31/08/25,212039.88
3387,216,11,226,64,114,31/08/25,47704.08
3388,5,11,492,109,120,31/08/25,110065.32
3389,317,11,1022,239,50,31/08/25,90089.3
3390,272,11,423,106,22,31/08/25,131125.77
3391,289,11,1291,180,56,31/08/25,256805.72
3392,244,11,1158,249,142,31/08/25,254945.28
3393,307,11,863,123,121,31/08/25,387625.08
3394,158,11,1387,69,32,31/08/25,125468.02
3395,6,11,1432,266,65,31/08/25,420062.88
3396,33,11,1434,173,137,31/08/25,96766.32
3397,151,11,157,165,120,31/08/25,26269.24
3398,263,11,1413,201,58,31/08/25,100746.9
3399,101,11,151,214,29,31/08/25,34506.52
3400,139,11,270,289,103,31/08/25,64046.7
3401,389,11,801,276,34,31/08/25,76511.52
3402,114,11,144,128,35,31/08/25,50878.08
3403,204,11,354,134,127,31/08/25,37761.18
3404,72,11,182,167,89,31/08/25,65995.02
3405,147,11,1188,82,73,31/08/25,526842.36
3406,296,11,558,278,125,31/08/25,5925.96
3407,96,11,746,256,87,31/08/25,123291.42
3408,367,11,1081,149,65,31/08/25,291480.84
3409,251,11,363,292,71,31/08/25,73834.2
3410,199,11,988,57,119,31/08/25,324627.16
3411,325,11,749,274,21,31/08/25,263483.22
3412,229,11,1475,108,34,31/08/25,393913.5
3413,83,11,1392,155,46,31/08/25,406310.88
3414,15,11,137,106,39,31/08/25,28379.55
3415,390,11,626,241,92,31/08/25,277712.38
3416,59,11,280,289,54,31/08/25,66612
3417,90,11,1147,267,132,31/08/25,544756.18
3418,99,11,246,58,114,31/08/25,112003.8
3419,208,11,26,296,150,31/08/25,11321.96
3420,93,11,734,207,90,31/08/25,236017.7
3421,368,11,1370,146,65,31/08/25,73034.7
3422,152,11,660,140,83,31/08/25,17140.2
3423,323,11,1352,151,128,31/08/25,73778.64
3424,162,11,1028,270,139,31/08/25,214173.52
3425,115,11,352,56,149,31/08/25,81868.16
3426,84,11,797,210,30,31/08/25,349763.45
3427,288,11,610,136,46,31/08/25,170147.3
3428,273,11,319,248,56,31/08/25,86669.11
3429,175,11,1359,61,68,31/08/25,252855.54
3430,137,11,78,261,66,31/08/25,2446.08
3431,228,11,1024,92,46,31/08/25,318289.92
3432,202,11,565,141,97,31/08/25,213909
3433,86,11,184,86,66,31/08/25,34235.04
3434,186,11,1479,146,41,31/08/25,696668.16
3435,374,11,493,139,123,31/08/25,34046.58
3436,352,11,655,115,134,31/08/25,131602.6
3437,342,11,158,260,31,31/08/25,29808.28
3438,46,12,711,209,99,31/08/25,173967.48
3439,39,12,1026,186,33,31/08/25,226345.86
3440,86,12,754,60,48,31/08/25,140289.24
3441,177,12,918,298,66,31/08/25,183581.64
3442,88,12,725,198,39,31/08/25,83070.5
3443,132,12,1276,131,61,31/08/25,282825.4
3444,209,12,977,292,89,31/08/25,91193.18
3445,40,12,1467,80,44,31/08/25,421146.36
3446,238,12,1166,240,33,31/08/25,22923.56
3447,56,12,439,172,96,31/08/25,164945.47
3448,380,12,434,246,110,31/08/25,57123.08
3449,285,12,1245,98,120,31/08/25,618154.95
3450,384,12,1031,205,109,31/08/25,214272.73
3451,91,12,1162,107,35,31/08/25,359929.5
3452,199,12,371,201,99,31/08/25,121899.47
3453,193,12,863,65,93,31/08/25,182826.55
3454,165,12,1178,263,49,31/08/25,152020.9
3455,150,12,1045,282,66,31/08/25,381330.95
3456,341,12,679,59,54,31/08/25,286992.93
3457,10,12,511,120,136,31/08/25,210107.87
3458,368,12,1048,268,150,31/08/25,55868.88
3459,201,12,537,136,120,31/08/25,265530.39
3460,27,12,1195,106,144,31/08/25,9464.4
3461,228,12,787,100,149,31/08/25,244623.21
3462,77,12,1144,232,50,31/08/25,392563.6
3463,100,12,735,67,144,31/08/25,365544.9
3464,317,12,49,240,86,31/08/25,4319.35
3465,97,12,263,265,114,31/08/25,102601.56
3466,335,12,1133,286,134,31/08/25,370751.59
3467,349,12,866,289,132,31/08/25,341498.44
3468,361,12,550,59,133,31/08/25,49901.5
3469,36,12,693,112,121,31/08/25,242626.23
3470,13,12,272,242,137,31/08/25,122468
3471,305,12,938,296,64,31/08/25,112869.54
3472,189,12,171,87,129,31/08/25,23804.91
3473,239,12,446,84,145,31/08/25,172700.12
3474,72,12,945,267,144,31/08/25,342666.45
3475,220,12,294,131,119,31/08/25,31869.6
3476,42,12,1386,127,113,31/08/25,172515.42
3477,366,12,449,106,96,31/08/25,203810.08
3478,90,12,1091,241,105,31/08/25,518159.54
3479,60,12,56,216,113,31/08/25,13308.96
3480,151,12,621,287,142,31/08/25,103905.72
3481,241,12,447,78,121,31/08/25,21549.87
3482,159,12,1100,132,55,31/08/25,300707
3483,240,12,313,174,143,31/08/25,61930.18
3484,1,12,1213,204,105,31/08/25,534969.39
3485,82,12,47,149,147,31/08/25,6065.82
3486,388,12,121,181,85,31/08/25,51635.54
3487,400,12,867,100,92,31/08/25,333682.29
3488,216,12,129,117,142,31/08/25,27229.32
3489,375,12,545,94,129,31/08/25,103381.05
3490,396,12,1173,297,138,31/08/25,35096.16
3491,304,12,354,197,107,31/08/25,105453.06
3492,9,12,240,251,101,31/08/25,94740
3493,175,12,706,261,114,31/08/25,131358.36
3494,121,12,132,55,32,31/08/25,21316.68
3495,30,12,1229,217,70,31/08/25,533496.61
3496,170,12,270,271,72,31/08/25,116488.8
3497,265,12,1159,130,109,31/08/25,101528.4
3498,264,12,375,54,20,31/08/25,112586.25
3499,344,12,1240,268,31,31/08/25,43635.6
3500,185,12,1391,209,116,31/08/25,250894.67
3501,17,12,1356,97,47,31/08/25,303310.08
3502,259,12,1251,278,51,31/08/25,24331.95
3503,79,12,125,62,107,31/08/25,16100
3504,275,12,1410,256,40,31/08/25,106271.7
3505,178,12,11,109,105,31/08/25,274.23
3506,306,12,1128,221,112,31/08/25,301469.28
3507,313,12,438,267,112,31/08/25,66983.34
3508,369,12,454,281,45,31/08/25,82114.98
3509,184,12,1063,57,130,31/08/25,114410.69
3510,123,12,469,109,132,31/08/25,140263.83
3511,153,12,462,94,25,31/08/25,119648.76
