OrderID,CustomerID,OrderDate,RequiredDate,ShippedDate,OrderStatus,OrderValue,Priority,SalesRepID
11269,1046,18/10/23,20/10/23,22/10/23,Shipped,19103.03,Medium,60
11270,114,26/06/22,24/07/22,02/07/22,Delivered,6149.11,Low,39
11271,222,15/03/24,11/04/24,20/03/24,Delivered,943.73,Low,12
11272,746,21/01/22,28/01/22,27/01/22,Delivered,9067.42,High,98
11273,401,20/11/22,18/12/22,27/11/22,Delivered,9894.61,High,89
11274,505,17/11/22,11/12/22,21/11/22,Delivered,22947.24,Medium,78
11275,328,10/04/24,24/04/24,13/04/24,Delivered,12158.83,Low,62
11276,335,11/07/24,10/08/24,17/07/24,Shipped,6778.09,Medium,98
11277,650,09/02/23,07/03/23,14/02/23,Delivered,21789.49,Medium,75
11278,804,03/11/22,27/11/22,08/11/22,Delivered,39601.99,Medium,57
11279,961,26/04/24,11/05/24,,Pending,9992.27,Medium,90
11280,739,29/05/23,31/05/23,01/06/23,Delivered,14199.12,Medium,39
11281,1198,10/02/22,27/02/22,15/02/22,Delivered,28834.37,Medium,92
11282,972,12/03/22,06/04/22,13/03/22,Delivered,21951.86,Medium,12
11283,787,22/04/22,28/04/22,28/04/22,Delivered,13578.62,High,78
11284,197,20/05/23,14/06/23,,Pending,41305.41,Low,42
11285,1125,08/03/22,18/03/22,,Processing,16843.02,Medium,24
11286,20,02/07/23,29/07/23,06/07/23,Shipped,11776.96,Critical,7
11287,1176,15/05/22,06/06/22,17/05/22,Delivered,1713.6,Medium,32
11288,215,25/02/23,04/03/23,04/03/23,Shipped,2927.08,Low,28
11289,1044,16/10/22,21/10/22,20/10/22,Shipped,3046.24,Medium,74
11290,537,16/12/23,23/12/23,20/12/23,Delivered,18118.38,Medium,54
11291,132,06/08/23,07/08/23,08/08/23,Delivered,11110.23,High,32
11292,1117,04/12/23,18/12/23,,Processing,903.42,High,69
11293,737,09/09/22,19/09/22,10/09/22,Delivered,15625.64,Medium,64
11294,278,29/12/23,14/01/24,30/12/23,Shipped,26572.94,Medium,95
11295,1078,09/03/22,29/03/22,10/03/22,Shipped,1576.34,Critical,35
11296,767,17/04/22,23/04/22,23/04/22,Delivered,27625.61,Critical,9
11297,724,15/12/22,08/01/23,20/12/22,Delivered,12154.19,Low,53
11298,969,07/12/24,01/01/25,08/12/24,Delivered,4958.98,Low,56
11299,689,04/08/23,26/08/23,07/08/23,Delivered,9019.37,High,72
11300,318,30/04/24,20/05/24,02/05/24,Delivered,21852.68,Medium,29
11301,741,31/08/24,23/09/24,03/09/24,Delivered,26402,Critical,17
11302,662,21/11/22,14/12/22,26/11/22,Shipped,9422.42,High,72
11303,53,21/03/22,06/04/22,27/03/22,Delivered,7905.54,Critical,56
11304,310,27/11/22,04/12/22,28/11/22,Delivered,12824.18,Critical,99
11305,364,16/07/24,21/07/24,21/07/24,Delivered,18231.88,Low,78
11306,483,12/02/24,13/03/24,14/02/24,Delivered,21216.27,Medium,46
11307,899,06/01/24,11/01/24,11/01/24,Delivered,15667.54,Low,68
11308,213,24/02/23,16/03/23,28/02/23,Delivered,25419.06,Low,48
11309,719,27/06/22,21/07/22,29/06/22,Delivered,2072.04,Low,77
11310,616,09/07/22,30/07/22,13/07/22,Delivered,772.18,Low,63
11311,1078,12/10/22,18/10/22,16/10/22,Shipped,24621.43,High,86
11312,1022,03/04/24,13/04/24,10/04/24,Shipped,4232.13,Low,35
11313,568,21/01/24,04/02/24,,Processing,20745.19,Medium,87
11314,70,18/03/23,30/03/23,21/03/23,Delivered,14530.69,Low,59
11315,1065,11/06/22,03/07/22,13/06/22,Delivered,6041.39,Low,32
11316,21,09/05/23,13/05/23,16/05/23,Delivered,4619.49,High,16
11317,724,31/08/23,18/09/23,,Cancelled,8121.88,High,93
11318,1078,02/07/24,24/07/24,03/07/24,Shipped,9280.15,Low,70
11319,984,27/12/24,29/12/24,01/01/25,Delivered,22629.76,Low,41
11320,636,07/05/23,20/05/23,13/05/23,Shipped,17061.17,Low,45
11321,694,15/04/23,10/05/23,16/04/23,Delivered,12717.13,Medium,70
11322,25,30/05/22,03/06/22,05/06/22,Shipped,8429.52,Low,41
11323,223,03/05/23,20/05/23,04/05/23,Delivered,24876.28,Low,1
11324,1139,04/09/24,22/09/24,,Cancelled,29729.26,Low,88
11325,997,19/01/24,15/02/24,23/01/24,Delivered,6714.12,Medium,77
11326,533,07/06/22,23/06/22,,Processing,19444.46,Medium,33
11327,163,01/11/24,17/11/24,05/11/24,Delivered,18733.79,High,76
11328,1089,30/07/24,06/08/24,03/08/24,Delivered,40804.13,Low,99
11329,875,13/02/24,08/03/24,18/02/24,Shipped,22940.21,Low,49
11330,787,29/10/24,05/11/24,,Processing,11200.73,Medium,82
11331,796,17/08/22,27/08/22,,Cancelled,25893.12,Medium,98
11332,450,24/08/23,04/09/23,26/08/23,Delivered,38273.48,Medium,30
11333,910,05/10/24,15/10/24,12/10/24,Delivered,12155.43,Low,57
11334,1176,06/06/23,15/06/23,12/06/23,Delivered,20031.35,High,53
11335,407,28/01/24,05/02/24,,Processing,7217.53,Low,62
11336,303,28/01/23,16/02/23,,Cancelled,6946.01,High,20
11337,882,18/05/22,13/06/22,25/05/22,Shipped,14897.35,Medium,22
11338,153,04/09/24,21/09/24,05/09/24,Delivered,25937.62,Medium,45
11339,448,18/04/23,19/04/23,20/04/23,Shipped,8973,Low,63
11340,1126,06/07/23,16/07/23,08/07/23,Delivered,5123.74,High,82
11341,591,05/06/23,21/06/23,07/06/23,Delivered,25111.44,Low,41
11342,338,27/02/22,01/03/22,02/03/22,Delivered,9275.22,Low,15
11343,18,08/09/24,28/09/24,11/09/24,Delivered,5509.12,High,41
11344,8,31/01/24,01/03/24,06/02/24,Delivered,25831.79,Low,33
11345,268,23/05/24,08/06/24,,Processing,14160.55,Medium,97
11346,980,21/07/23,04/08/23,22/07/23,Delivered,19442.09,Critical,83
11347,336,22/10/24,10/11/24,26/10/24,Delivered,14292.05,High,77
11348,728,24/12/24,27/12/24,27/12/24,Delivered,3443.77,High,76
11349,924,10/10/23,26/10/23,,Processing,27962.3,High,31
11350,33,13/09/22,27/09/22,17/09/22,Shipped,14199.23,High,74
11351,650,05/03/22,23/03/22,,Processing,37040.74,Medium,75
11352,1141,02/01/23,06/01/23,07/01/23,Delivered,23938.71,Critical,12
11353,611,10/02/23,25/02/23,17/02/23,Delivered,21592,Low,63
11354,797,15/09/22,09/10/22,17/09/22,Delivered,31645.64,Low,56
11355,420,07/01/22,19/01/22,,Processing,91.17,Low,79
11356,1083,13/05/24,28/05/24,19/05/24,Shipped,7318.25,Medium,68
11357,923,23/01/24,04/02/24,28/01/24,Delivered,19164.88,High,39
11358,710,30/10/24,16/11/24,,Processing,5669.42,Low,84
11359,928,24/10/23,21/11/23,27/10/23,Shipped,7153.82,Low,15
11360,232,08/06/22,16/06/22,,Processing,17237.69,Low,81
11361,519,08/08/22,28/08/22,13/08/22,Delivered,9414.41,Medium,34
11362,800,03/04/23,12/04/23,10/04/23,Delivered,13933.81,Low,9
11363,498,02/04/22,02/05/22,06/04/22,Delivered,12194.43,High,73
11364,695,17/09/24,28/09/24,19/09/24,Shipped,649.6,Low,62
11365,977,15/10/23,24/10/23,19/10/23,Shipped,3897.38,Low,62
11366,899,08/05/23,17/05/23,10/05/23,Delivered,29602.09,Low,82
11367,291,07/11/24,13/11/24,08/11/24,Delivered,36967.77,Low,29
11368,1056,30/04/24,17/05/24,03/05/24,Delivered,19135.88,Low,59
11369,786,11/12/22,26/12/22,14/12/22,Delivered,11222.54,Low,10
11370,167,17/01/24,12/02/24,,Pending,18166.47,High,71
11371,1064,18/03/24,12/04/24,23/03/24,Delivered,13116.48,Low,61
11372,1010,27/03/23,07/04/23,30/03/23,Delivered,2077.3,Medium,76
11373,1102,05/03/22,02/04/22,11/03/22,Delivered,16663.51,Medium,29
11374,384,03/06/23,08/06/23,09/06/23,Delivered,10106.69,Low,77
11375,59,14/10/23,16/10/23,20/10/23,Shipped,10285.94,Low,8
11376,26,23/05/23,03/06/23,28/05/23,Delivered,25194.06,High,41
11377,233,18/02/24,28/02/24,21/02/24,Delivered,10222.04,High,57
11378,778,12/01/23,20/01/23,,Cancelled,17918.15,Medium,42
11379,583,23/06/22,11/07/22,26/06/22,Delivered,23334.65,Critical,5
11380,1162,20/07/24,31/07/24,,Pending,16481.66,Medium,9
11381,568,05/10/23,24/10/23,07/10/23,Delivered,19816.38,High,39
11382,595,02/08/24,01/09/24,04/08/24,Delivered,15760.03,High,53
11383,962,22/09/22,27/09/22,29/09/22,Delivered,32808.27,Medium,14
11384,386,05/05/24,10/05/24,,Pending,21703.61,Low,79
11385,114,12/10/22,20/10/22,14/10/22,Delivered,20403.19,Medium,100
11386,689,14/07/24,08/08/24,18/07/24,Delivered,5861.47,Medium,31
11387,399,07/06/23,14/06/23,10/06/23,Delivered,1960.14,Low,92
11388,968,31/07/24,12/08/24,05/08/24,Delivered,9637.56,High,41
11389,1199,31/03/24,30/04/24,07/04/24,Delivered,15807.81,Medium,86
11390,1169,23/05/22,10/06/22,24/05/22,Delivered,26554.43,Medium,51
11391,1032,08/03/24,03/04/24,10/03/24,Shipped,19609.36,Low,24
11392,246,17/07/22,10/08/22,23/07/22,Shipped,5152.94,Low,77
11393,1076,13/02/24,26/02/24,14/02/24,Shipped,14753.15,Low,63
11394,667,12/07/22,30/07/22,16/07/22,Delivered,4719.54,Critical,82
11395,1131,06/12/23,22/12/23,11/12/23,Delivered,24171.89,High,19
11396,976,12/06/23,07/07/23,18/06/23,Delivered,15936.45,Medium,25
11397,871,27/04/22,12/05/22,04/05/22,Delivered,298.84,Low,32
11398,961,24/03/22,26/03/22,29/03/22,Delivered,46426.07,High,59
11399,1056,24/05/23,01/06/23,29/05/23,Delivered,9166.45,Low,93
11400,896,11/02/23,19/02/23,18/02/23,Delivered,20774.98,Low,50
11401,56,29/08/24,12/09/24,,Pending,34105.21,High,73
11402,1167,12/04/23,28/04/23,18/04/23,Delivered,18311.27,Medium,64
11403,668,13/05/22,30/05/22,20/05/22,Delivered,34855.49,Medium,43
11404,114,23/06/23,24/06/23,30/06/23,Delivered,2192.42,Low,88
11405,569,09/04/23,30/04/23,12/04/23,Shipped,8382.07,High,47
11406,909,04/03/22,26/03/22,05/03/22,Delivered,4010.17,Low,91
11407,819,19/11/22,24/11/22,,Processing,15639.58,Medium,21
11408,56,07/11/23,27/11/23,13/11/23,Delivered,6387.89,Medium,88
11409,905,18/08/23,21/08/23,19/08/23,Delivered,5699.83,Low,79
11410,373,05/05/22,13/05/22,11/05/22,Delivered,8997.35,High,89
11411,829,21/10/22,26/10/22,,Processing,511.17,Medium,46
11412,1059,28/08/23,02/09/23,01/09/23,Delivered,11857.23,Medium,21
11413,594,24/09/23,06/10/23,,Processing,11683.35,High,50
11414,682,12/09/22,20/09/22,13/09/22,Delivered,32692.37,High,80
11415,161,15/02/23,25/02/23,21/02/23,Shipped,50101.69,Medium,95
11416,1024,26/10/24,07/11/24,30/10/24,Delivered,18346.96,Low,16
11417,906,03/07/24,06/07/24,07/07/24,Shipped,25864.89,Medium,41
11418,1197,12/11/24,19/11/24,,Processing,24300.59,Medium,71
11419,906,09/01/22,05/02/22,,Pending,15331.94,Low,22
11420,647,03/10/23,12/10/23,10/10/23,Delivered,20779.68,Low,71
11421,1133,02/06/24,05/06/24,,Cancelled,2375.56,High,59
11422,1037,24/07/22,15/08/22,25/07/22,Delivered,61349.54,High,86
11423,15,10/09/24,27/09/24,13/09/24,Delivered,16747.44,Low,64
11424,646,28/03/24,08/04/24,03/04/24,Delivered,6594.14,Low,98
11425,1128,25/12/24,01/01/25,31/12/24,Delivered,5179.05,Medium,1
11426,803,13/12/24,25/12/24,15/12/24,Delivered,545.37,Low,44
11427,978,20/05/24,09/06/24,26/05/24,Shipped,12103.25,Medium,19
11428,445,16/01/22,30/01/22,21/01/22,Shipped,3021.13,High,80
11429,929,27/12/24,08/01/25,28/12/24,Delivered,19101.1,Low,95
11430,50,02/09/24,25/09/24,,Processing,1348.58,Medium,45
11431,389,21/07/22,24/07/22,28/07/22,Delivered,16853.36,Low,6
11432,851,12/03/23,26/03/23,17/03/23,Shipped,10702.31,Low,58
11433,133,27/06/23,03/07/23,,Processing,20923.1,Medium,100
11434,219,26/03/22,31/03/22,31/03/22,Delivered,16318.19,Medium,41
11435,497,08/04/23,21/04/23,13/04/23,Delivered,11893.28,Low,71
11436,58,28/01/22,12/02/22,04/02/22,Delivered,39448.01,Medium,24
11437,1067,20/03/22,05/04/22,27/03/22,Delivered,21188.24,Medium,43
11438,1166,24/05/23,01/06/23,28/05/23,Delivered,21632.26,Medium,72
11439,319,29/08/24,23/09/24,,Processing,29312.73,Medium,15
11440,1175,22/01/22,01/02/22,28/01/22,Delivered,2728.88,Critical,22
11441,457,25/08/22,04/09/22,26/08/22,Delivered,4907.42,Medium,61
11442,495,28/12/24,01/01/25,01/01/25,Delivered,9286.02,High,1
11443,873,15/03/23,12/04/23,,Cancelled,7470.45,High,89
11444,73,01/08/22,08/08/22,06/08/22,Delivered,27610.1,Low,68
11445,442,29/08/24,10/09/24,03/09/24,Delivered,10868.91,Medium,5
11446,535,13/02/22,27/02/22,18/02/22,Delivered,5079.75,Low,88
11447,419,10/01/23,09/02/23,15/01/23,Delivered,20915.39,Low,55
11448,1057,12/01/22,06/02/22,19/01/22,Delivered,16545.97,Low,16
11449,332,06/02/22,20/02/22,10/02/22,Delivered,42060.34,Low,26
11450,809,01/10/23,19/10/23,,Pending,8607.88,Medium,55
11451,848,17/08/22,28/08/22,,Processing,8110.06,Medium,6
11452,973,29/03/23,28/04/23,02/04/23,Delivered,17068.83,Critical,62
11453,1156,18/05/23,30/05/23,21/05/23,Shipped,10931.17,High,46
11454,499,05/10/22,20/10/22,12/10/22,Shipped,20804.37,High,95
11455,670,03/11/22,03/12/22,10/11/22,Delivered,36459.19,Low,38
11456,7,25/09/23,29/09/23,02/10/23,Delivered,8648.17,Low,41
11457,906,22/07/24,15/08/24,29/07/24,Delivered,13356.69,Medium,62
11458,268,03/08/24,01/09/24,09/08/24,Delivered,8658.5,Medium,46
11459,602,28/04/23,29/04/23,,Cancelled,22875.52,High,6
11460,1092,09/09/23,15/09/23,12/09/23,Delivered,2618.36,Medium,84
11461,1029,06/05/24,26/05/24,12/05/24,Delivered,16195.42,High,71
11462,53,20/04/23,23/04/23,,Processing,6067.81,Low,81
11463,667,22/09/22,10/10/22,25/09/22,Shipped,9418.43,Medium,68
11464,310,31/08/23,15/09/23,,Processing,7173.44,Medium,28
11465,1032,15/08/23,26/08/23,19/08/23,Delivered,10374.41,Medium,38
11466,968,14/11/24,09/12/24,17/11/24,Delivered,1982.69,Low,81
11467,1079,05/02/22,10/02/22,06/02/22,Delivered,19829.16,High,3
11468,234,12/03/23,17/03/23,15/03/23,Delivered,8066.68,High,3
11469,587,14/10/24,09/11/24,,Processing,11827.73,High,11
11470,122,12/10/22,24/10/22,,Processing,23717.55,Medium,60
11471,621,21/06/22,15/07/22,28/06/22,Shipped,7179.97,Medium,75
11472,832,19/01/23,27/01/23,20/01/23,Shipped,15009.39,Medium,49
11473,244,08/03/24,09/03/24,13/03/24,Shipped,1100.63,High,55
11474,235,14/06/24,09/07/24,20/06/24,Delivered,7914.2,Low,12
11475,752,26/08/23,06/09/23,01/09/23,Shipped,36805.78,High,81
11476,183,30/04/22,13/05/22,04/05/22,Shipped,16611.69,Medium,30
11477,35,23/10/23,13/11/23,26/10/23,Delivered,32744.56,Low,91
11478,730,19/03/24,28/03/24,23/03/24,Shipped,40169.99,Medium,6
11479,639,04/09/22,06/09/22,05/09/22,Shipped,4398.51,Low,43
11480,617,21/05/23,08/06/23,,Processing,2669.07,Low,5
11481,283,23/06/22,14/07/22,28/06/22,Shipped,22398.78,Critical,17
11482,48,10/04/24,01/05/24,14/04/24,Delivered,20196.62,High,52
11483,1169,17/07/22,14/08/22,,Pending,10172.14,Low,80
11484,788,31/07/24,22/08/24,01/08/24,Delivered,3586.05,Medium,40
11485,631,25/06/22,15/07/22,,Processing,17195.89,Medium,80
11486,896,19/09/23,27/09/23,22/09/23,Delivered,17521.22,High,84
11487,1037,19/06/24,01/07/24,,Processing,5323.89,Medium,6
11488,462,01/09/22,01/10/22,07/09/22,Delivered,16657.34,Critical,84
11489,1152,16/12/23,29/12/23,18/12/23,Delivered,20979.85,Low,28
11490,998,23/11/22,06/12/22,26/11/22,Delivered,16562.96,High,18
11491,624,25/04/24,23/05/24,27/04/24,Delivered,3044.07,High,47
11492,1045,13/06/24,24/06/24,20/06/24,Delivered,40973.6,Low,96
11493,993,07/03/22,11/03/22,,Processing,33198.6,High,5
11494,453,28/06/24,15/07/24,04/07/24,Shipped,3058.8,Low,31
11495,608,26/02/24,09/03/24,27/02/24,Delivered,1665.89,High,83
11496,377,11/05/23,02/06/23,,Processing,14163.88,Medium,34
11497,834,09/12/23,18/12/23,,Pending,18758.8,Low,52
11498,73,21/06/24,14/07/24,23/06/24,Shipped,11934.59,Low,99
11499,72,12/05/23,14/05/23,18/05/23,Delivered,26762.09,High,34
11500,1124,01/07/22,13/07/22,03/07/22,Delivered,6534.71,Low,3
11501,1127,07/12/23,16/12/23,13/12/23,Delivered,3796.96,Low,98
11502,855,25/01/23,12/02/23,01/02/23,Shipped,4158.33,Medium,64
11503,648,13/08/22,03/09/22,15/08/22,Delivered,12248.63,Low,14
11504,1179,20/06/23,30/06/23,21/06/23,Shipped,639.07,High,49
11505,897,14/11/23,18/11/23,20/11/23,Delivered,35892.38,High,7
11506,1187,18/11/23,07/12/23,,Cancelled,14102.34,Medium,65
11507,151,14/02/23,01/03/23,16/02/23,Shipped,12113.42,High,64
11508,29,11/05/23,07/06/23,,Processing,42070.83,Low,76
11509,816,01/01/22,18/01/22,02/01/22,Delivered,4017.66,Medium,53
11510,211,29/07/24,16/08/24,03/08/24,Shipped,18794.51,Medium,29
11511,471,22/04/23,21/05/23,23/04/23,Delivered,27007.34,Low,81
11512,778,12/06/24,30/06/24,15/06/24,Shipped,16347.34,Low,78
11513,370,04/04/23,08/04/23,10/04/23,Shipped,11036.02,High,71
11514,112,27/06/23,01/07/23,30/06/23,Delivered,9410.43,Medium,13
11515,517,02/02/23,15/02/23,,Pending,28068.73,Low,42
11516,789,28/03/23,06/04/23,01/04/23,Shipped,5996.98,Low,20
11517,900,11/08/24,23/08/24,,Processing,14010.62,Medium,30
11518,318,05/07/22,09/07/22,,Processing,34784.68,High,45
11519,222,21/08/23,29/08/23,25/08/23,Delivered,7199.34,Medium,17
11520,825,30/12/23,14/01/24,,Processing,5928.75,High,76
11521,927,06/10/24,23/10/24,,Cancelled,23748.68,Low,51
11522,332,11/09/23,17/09/23,18/09/23,Delivered,23357.03,High,97
11523,727,11/07/24,09/08/24,16/07/24,Delivered,16223.08,Low,64
11524,1197,08/07/22,03/08/22,14/07/22,Delivered,36115.45,Medium,40
11525,746,20/02/22,08/03/22,23/02/22,Delivered,1540.82,High,5
11526,1156,23/07/22,10/08/22,24/07/22,Delivered,4905.91,Low,83
11527,925,27/03/22,13/04/22,01/04/22,Delivered,27263.07,Medium,16
11528,475,11/02/23,26/02/23,,Processing,33003.04,Low,84
11529,690,22/06/24,30/06/24,23/06/24,Delivered,1353.56,Medium,100
11530,869,24/11/22,10/12/22,25/11/22,Shipped,10953.84,Low,5
11531,354,10/06/24,09/07/24,13/06/24,Delivered,6628.01,Medium,49
11532,543,10/11/23,07/12/23,11/11/23,Shipped,13106.83,Medium,99
11533,918,03/11/22,12/11/22,,Processing,10635.26,Low,12
11534,682,17/08/23,15/09/23,21/08/23,Delivered,37044.93,Low,5
11535,538,27/09/24,25/10/24,30/09/24,Delivered,1468.54,Low,99
11536,380,03/10/23,07/10/23,06/10/23,Delivered,23021.66,Low,56
11537,707,09/07/22,18/07/22,12/07/22,Shipped,12144.63,High,88
11538,294,21/06/22,13/07/22,26/06/22,Delivered,23656.65,Medium,77
11539,849,14/11/24,13/12/24,21/11/24,Delivered,13247.48,Medium,95
11540,756,28/09/22,18/10/22,01/10/22,Delivered,4988.26,Medium,33
11541,1175,09/07/22,12/07/22,15/07/22,Delivered,29766.79,High,15
11542,949,14/11/24,11/12/24,16/11/24,Delivered,9221.96,Low,72
11543,1037,25/09/22,27/09/22,28/09/22,Delivered,33148.4,Low,63
11544,277,15/03/22,11/04/22,19/03/22,Shipped,5009.94,Medium,3
11545,1122,18/06/22,08/07/22,20/06/22,Delivered,3694.98,Medium,25
11546,804,14/02/23,01/03/23,16/02/23,Delivered,26872.53,Low,42
11547,640,15/12/23,08/01/24,17/12/23,Delivered,26688.38,High,23
11548,854,29/12/22,25/01/23,02/01/23,Shipped,23736.46,Low,1
11549,996,23/07/24,15/08/24,30/07/24,Delivered,8323.33,Medium,37
11550,248,07/03/22,29/03/22,13/03/22,Delivered,11709.88,Medium,40
11551,554,08/11/23,22/11/23,11/11/23,Delivered,11686.16,Low,1
11552,892,09/03/24,04/04/24,11/03/24,Delivered,9829.63,Low,89
11553,722,19/12/24,23/12/24,21/12/24,Shipped,15151.39,Medium,25
11554,667,07/11/22,17/11/22,09/11/22,Delivered,26407.74,High,46
11555,177,21/05/24,01/06/24,25/05/24,Delivered,9230.06,Low,72
11556,294,18/01/24,25/01/24,,Processing,5681.73,Low,56
11557,181,06/02/22,02/03/22,08/02/22,Delivered,2829.89,High,27
11558,524,25/07/24,12/08/24,,Cancelled,10611.2,Low,16
11559,738,29/09/23,27/10/23,05/10/23,Delivered,45528.72,Medium,45
11560,19,09/06/24,12/06/24,16/06/24,Delivered,20354.95,Medium,74
11561,560,04/06/24,26/06/24,07/06/24,Delivered,7967.27,Low,17
11562,742,08/11/22,06/12/22,,Processing,6651.7,Low,99
11563,986,07/05/24,12/05/24,,Pending,2547.89,Low,44
11564,754,15/11/23,16/11/23,,Processing,3796.77,Low,52
11565,1031,06/04/24,05/05/24,11/04/24,Delivered,3079.71,High,82
11566,561,26/09/22,28/09/22,01/10/22,Delivered,1013.11,Low,83
11567,1077,16/08/24,14/09/24,,Processing,9819.15,Low,23
11568,28,19/11/22,12/12/22,,Cancelled,9159.9,Medium,57
11569,965,27/09/22,03/10/22,,Processing,7304.45,High,10
11570,386,03/10/24,08/10/24,07/10/24,Shipped,18054.5,High,27
11571,378,11/10/23,21/10/23,12/10/23,Shipped,11715.68,Low,85
11572,1001,25/05/22,14/06/22,27/05/22,Delivered,23088.04,High,68
11573,509,07/06/24,07/07/24,08/06/24,Delivered,8750.6,Medium,20
11574,325,30/01/22,13/02/22,03/02/22,Shipped,8187.32,Medium,58
11575,500,10/09/23,18/09/23,,Cancelled,3734.72,Medium,20
11576,257,21/03/24,19/04/24,25/03/24,Delivered,14435.52,Medium,58
11577,880,30/12/24,14/01/25,05/01/25,Delivered,21142.81,Medium,57
11578,688,10/09/22,20/09/22,14/09/22,Delivered,17117.17,High,65
11579,254,19/05/22,14/06/22,24/05/22,Delivered,33378.02,Medium,75
11580,600,23/11/24,14/12/24,30/11/24,Shipped,8485.79,Low,98
11581,915,23/10/22,05/11/22,28/10/22,Delivered,22538.82,Low,82
11582,603,23/10/22,15/11/22,27/10/22,Delivered,22572.84,Medium,75
11583,1178,27/06/22,19/07/22,29/06/22,Delivered,15126.41,High,38
11584,398,27/09/23,06/10/23,02/10/23,Delivered,8139.75,High,10
11585,855,02/05/23,09/05/23,,Processing,17343.83,Medium,63
11586,1014,01/01/23,13/01/23,07/01/23,Delivered,41204.4,Low,21
11587,826,18/10/23,15/11/23,25/10/23,Delivered,29802.41,High,53
11588,10,09/12/22,26/12/22,12/12/22,Delivered,6470.77,Low,88
11589,829,15/08/24,26/08/24,17/08/24,Delivered,10982.21,Low,84
11590,1027,21/10/23,04/11/23,25/10/23,Delivered,7775.44,Medium,27
11591,66,27/05/22,21/06/22,29/05/22,Delivered,3242.61,Medium,25
11592,813,03/03/22,06/03/22,,Processing,25304.7,Low,16
11593,423,06/06/22,05/07/22,,Processing,19219.87,Medium,14
11594,31,24/11/24,10/12/24,28/11/24,Delivered,13245.8,Low,44
11595,620,16/03/23,24/03/23,,Processing,18542.61,Medium,6
11596,1136,24/03/22,23/04/22,26/03/22,Delivered,13844.5,Low,88
11597,388,19/05/23,06/06/23,21/05/23,Shipped,13185.17,Low,26
11598,654,06/10/23,10/10/23,12/10/23,Shipped,24494.64,Low,86
11599,197,01/11/22,30/11/22,07/11/22,Shipped,34668.37,Medium,66
11600,816,13/03/22,14/03/22,14/03/22,Delivered,32371.67,Low,52
11601,24,17/01/22,26/01/22,22/01/22,Delivered,550.91,Medium,21
11602,277,19/07/22,27/07/22,23/07/22,Delivered,16133.05,Low,69
11603,245,28/04/24,30/04/24,05/05/24,Delivered,4256.37,Medium,77
11604,1083,21/10/22,29/10/22,26/10/22,Shipped,10064.96,High,89
11605,749,12/04/22,06/05/22,17/04/22,Delivered,10139.89,Medium,25
11606,226,11/08/22,14/08/22,,Processing,766.56,Low,46
11607,494,06/05/23,15/05/23,13/05/23,Delivered,19474.08,Low,73
11608,194,13/11/23,29/11/23,18/11/23,Delivered,16423.85,Low,47
11609,533,22/05/24,07/06/24,24/05/24,Delivered,29278.69,Medium,12
11610,651,04/10/23,01/11/23,,Pending,3779.69,Medium,75
11611,45,17/07/22,12/08/22,18/07/22,Delivered,17451.17,Low,87
11612,874,04/05/23,17/05/23,,Processing,9379.36,Low,2
11613,376,09/02/24,26/02/24,13/02/24,Shipped,16404.29,High,31
11614,724,20/04/22,13/05/22,24/04/22,Delivered,26324.86,Low,8
11615,814,12/02/23,22/02/23,,Processing,23886.48,Low,5
11616,358,02/03/24,07/03/24,06/03/24,Delivered,2330.98,Low,19
11617,1013,21/05/22,31/05/22,28/05/22,Delivered,45488.72,Low,71
11618,270,09/04/23,30/04/23,14/04/23,Delivered,9199.56,Low,19
11619,215,07/11/24,07/12/24,10/11/24,Delivered,12001.69,Medium,82
11620,300,03/06/23,29/06/23,08/06/23,Delivered,2740.34,High,55
11621,502,15/06/22,06/07/22,16/06/22,Delivered,9040.22,Medium,44
11622,257,23/07/24,25/07/24,27/07/24,Delivered,4529.92,Critical,9
11623,593,21/11/23,23/11/23,26/11/23,Delivered,285.93,High,5
11624,662,13/03/23,16/03/23,,Processing,9434.64,Medium,62
11625,1192,24/02/23,24/03/23,01/03/23,Delivered,24050.92,Low,64
11626,37,09/09/24,09/10/24,,Cancelled,15325.15,Low,51
11627,1073,05/06/22,10/06/22,11/06/22,Delivered,8415.93,Medium,9
11628,1156,28/01/22,30/01/22,,Processing,10460.91,High,79
11629,725,11/11/23,27/11/23,17/11/23,Shipped,19957.58,Low,24
11630,866,12/05/22,09/06/22,,Processing,12979.65,Medium,68
11631,857,04/06/24,17/06/24,,Cancelled,2688.58,Low,48
11632,440,08/09/22,10/09/22,13/09/22,Delivered,20036.97,Low,54
11633,802,05/01/22,23/01/22,06/01/22,Delivered,20159.61,Low,72
11634,336,12/10/23,11/11/23,19/10/23,Shipped,10032.14,Low,15
11635,907,24/12/23,03/01/24,25/12/23,Delivered,5079,High,29
11636,111,20/08/24,05/09/24,22/08/24,Delivered,5954.94,Low,68
11637,170,15/09/24,07/10/24,19/09/24,Delivered,10896.77,High,36
11638,405,12/12/22,06/01/23,,Processing,23271.86,Low,75
11639,400,31/05/22,01/06/22,,Processing,9485.63,Medium,80
11640,318,08/03/22,09/03/22,13/03/22,Delivered,779.79,Medium,4
11641,699,02/07/22,01/08/22,03/07/22,Shipped,19008.98,Low,95
11642,802,26/04/22,18/05/22,,Cancelled,22033.79,Low,23
11643,82,23/01/23,05/02/23,30/01/23,Delivered,17001.61,Medium,62
11644,364,10/09/22,11/09/22,,Processing,22452.43,Medium,84
