ShipmentID,OrderID,CarrierID,WarehouseID,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ShippingCost,ShipmentStatus,TrackingNumber
10371,13747,4,6,17/07/22,27/07/22,,26.39,Delivered,TRK482622817
10372,13749,18,3,07/06/22,09/06/22,11/06/22,26.69,Delayed,TRK550402888
10373,13752,2,10,23/03/24,25/03/24,26/03/24,9.88,Delivered,TRK298996027
10374,13754,8,9,24/07/24,27/07/24,27/07/24,49.79,Delivered,TRK321098966
10375,13755,3,8,12/05/22,14/05/22,16/05/22,41.89,Delivered,TRK293991838
10376,13756,16,5,21/08/22,24/08/22,,34.89,Delivered,TRK335799894
10377,13757,20,18,10/08/23,18/08/23,,10.1,Delivered,TRK877965838
10378,13759,16,6,26/09/23,02/10/23,,33.64,Delivered,TRK827864960
10379,13761,6,9,09/12/23,11/12/23,16/12/23,9.67,Delivered,TRK965094758
10380,13762,1,8,05/02/23,15/02/23,,43.13,In Transit,TRK343300164
10381,13764,18,2,13/11/24,22/11/24,22/11/24,23.96,In Transit,TRK757020748
10382,13765,3,6,15/05/22,23/05/22,25/05/22,14.69,Delivered,TRK538921966
10383,13766,25,12,28/08/22,03/09/22,,18.56,Delivered,TRK397207679
10384,13768,21,4,19/10/23,25/10/23,25/10/23,39.82,Delivered,TRK697349252
10385,13769,24,12,06/01/23,14/01/23,15/01/23,10.16,Delivered,TRK444385484
10386,13770,23,1,06/08/24,15/08/24,,43.55,Delivered,TRK423453803
10387,13771,13,2,16/01/24,21/01/24,22/01/24,38.78,Delivered,TRK589272865
10388,13772,8,3,02/01/23,08/01/23,07/01/23,34.08,Delayed,TRK991962783
10389,13774,10,2,28/07/22,04/08/22,,20.08,Delivered,TRK655260900
10390,13775,12,19,21/03/23,23/03/23,24/03/23,22.33,Delivered,TRK654221704
10391,13776,3,18,30/04/24,03/05/24,05/05/24,32,Delivered,TRK331972440
10392,13777,7,8,29/11/22,30/11/22,02/12/22,19.51,Delivered,TRK407027819
10393,13778,25,19,04/05/23,05/05/23,04/05/23,5.69,Delivered,TRK961834407
10394,13779,10,5,23/05/24,31/05/24,02/06/24,30.57,Delivered,TRK847504176
10395,13780,13,9,12/07/22,14/07/22,16/07/22,21.92,Delivered,TRK424152302
10396,13782,11,7,18/04/23,27/04/23,26/04/23,38.43,In Transit,TRK518293246
10397,13783,6,13,06/08/22,09/08/22,,8.87,Delivered,TRK560310136
10398,13784,24,2,11/07/22,20/07/22,21/07/22,44.08,Delivered,TRK138531732
10399,13785,17,15,02/03/22,05/03/22,06/03/22,48.1,In Transit,TRK519162013
10400,13786,2,14,12/06/24,15/06/24,14/06/24,19.48,In Transit,TRK795528859
10401,13787,11,9,08/11/24,10/11/24,,22.62,Delivered,TRK518158280
10402,13788,14,12,06/10/22,15/10/22,14/10/22,23.58,Delivered,TRK371272478
10403,13790,17,12,04/12/23,12/12/23,13/12/23,44.62,Delivered,TRK700046658
10404,13791,7,19,06/06/23,09/06/23,10/06/23,19.32,In Transit,TRK131348048
10405,13793,8,17,20/06/24,26/06/24,,18.49,Delivered,TRK255380604
10406,13794,9,19,02/11/22,07/11/22,09/11/22,22.91,Delivered,TRK359363565
10407,13795,24,17,22/09/23,28/09/23,29/09/23,24.8,In Transit,TRK513293373
10408,13797,25,12,01/02/23,07/02/23,,33.87,Delivered,TRK133532044
10409,13798,15,5,18/11/23,19/11/23,21/11/23,5.64,Delivered,TRK871566974
10410,13801,3,17,06/07/24,11/07/24,,31.99,Delivered,TRK450983011
10411,13802,23,9,13/04/22,22/04/22,,42,Delivered,TRK139948193
10412,13803,24,9,27/01/24,28/01/24,30/01/24,48.94,Delivered,TRK635111623
10413,13804,24,17,30/12/24,31/12/24,30/12/24,9.95,Delivered,TRK589851427
10414,13805,23,13,18/12/24,20/12/24,,14.38,Delayed,TRK638063321
10415,13806,22,4,20/03/23,21/03/23,24/03/23,33.2,In Transit,TRK874549067
10416,13807,15,11,16/06/24,25/06/24,27/06/24,34.54,In Transit,TRK391143858
10417,13808,8,9,11/09/23,17/09/23,,23.3,Delivered,TRK619447140
10418,13811,17,8,11/09/24,12/09/24,13/09/24,9.4,Delivered,TRK893225952
10419,13813,5,2,13/02/23,21/02/23,22/02/23,5.41,Delivered,TRK279670273
10420,13814,17,12,28/09/22,07/10/22,09/10/22,28.46,Delayed,TRK325822375
10421,13818,23,1,09/04/23,18/04/23,19/04/23,18.89,Delivered,TRK134133578
10422,13820,15,20,06/06/23,13/06/23,13/06/23,33.57,In Transit,TRK546225042
10423,13821,12,14,28/12/24,31/12/24,,41.79,Delivered,TRK986443729
10424,13822,21,14,03/09/22,06/09/22,07/09/22,22.03,Delivered,TRK912994753
10425,13824,19,3,05/10/23,08/10/23,,48.66,Delayed,TRK282358979
10426,13825,15,2,16/02/23,22/02/23,21/02/23,20.95,Delivered,TRK129310984
10427,13826,12,17,14/11/22,17/11/22,16/11/22,30.07,Delayed,TRK599703431
10428,13827,3,2,02/05/23,12/05/23,13/05/23,46.29,Delivered,TRK530080579
10429,13829,19,2,31/10/22,06/11/22,,15.75,Delayed,TRK665464610
10430,13830,22,7,23/04/24,27/04/24,28/04/24,9.07,Delayed,TRK495008940
10431,13831,19,7,26/04/23,30/04/23,,44.32,Delivered,TRK756465008
10432,13832,18,3,20/12/22,26/12/22,,16.04,In Transit,TRK900480263
10433,13833,9,2,15/09/22,16/09/22,,42.46,Lost,TRK756970687
10434,13835,4,7,01/10/23,02/10/23,,16.4,Delivered,TRK164845999
10435,13836,16,17,27/01/24,31/01/24,31/01/24,49.63,Delivered,TRK675368606
10436,13837,12,17,13/10/24,22/10/24,24/10/24,14.6,In Transit,TRK918582507
10437,13838,2,19,27/05/22,04/06/22,06/06/22,49.79,Delivered,TRK379407261
10438,13840,14,1,19/04/24,22/04/24,,18.14,Delivered,TRK670811450
10439,13841,4,19,01/09/23,06/09/23,,33.05,In Transit,TRK572309421
10440,13842,17,10,14/01/23,20/01/23,21/01/23,5.94,Delivered,TRK319030170
10441,13843,12,12,02/10/22,09/10/22,,12.53,In Transit,TRK466632823
10442,13844,22,4,21/11/22,30/11/22,02/12/22,21.7,In Transit,TRK922616163
10443,13845,8,8,25/08/24,01/09/24,,11.61,In Transit,TRK384196613
10444,13846,17,13,17/02/24,26/02/24,25/02/24,30.45,Delivered,TRK923814102
10445,13847,16,13,24/12/24,30/12/24,29/12/24,45.46,Delivered,TRK260558104
10446,13848,20,20,26/06/23,29/06/23,,15.33,In Transit,TRK972744005
10447,13849,1,12,16/10/23,19/10/23,21/10/23,29.39,Delivered,TRK807487476
10448,13851,14,3,09/01/23,11/01/23,12/01/23,33.4,Delivered,TRK227258585
10449,13852,22,14,05/04/22,09/04/22,11/04/22,20.55,Delayed,TRK246301365
10450,13853,13,16,06/12/23,09/12/23,10/12/23,21.41,Delivered,TRK885595829
10451,13855,18,14,09/02/24,19/02/24,25/02/24,47.31,Delivered,TRK584810197
10452,13856,2,14,10/04/23,14/04/23,14/04/23,11.85,Delivered,TRK531266347
10453,13858,6,11,22/11/23,29/11/23,30/11/23,21.87,Delivered,TRK411837555
10454,13859,5,19,19/10/24,25/10/24,24/10/24,18.49,Lost,TRK850136959
10455,13861,18,7,24/08/22,31/08/22,01/09/22,38.49,In Transit,TRK184874799
10456,13862,6,19,29/12/23,05/01/24,07/01/24,29.56,Delivered,TRK720999523
10457,13863,5,7,29/03/23,05/04/23,07/04/23,18.69,Delivered,TRK804924219
10458,13864,16,20,31/12/22,04/01/23,,29.23,In Transit,TRK212109342
10459,13867,13,9,02/10/23,04/10/23,03/10/23,36.64,Delivered,TRK885205714
10460,13868,9,9,31/03/23,06/04/23,05/04/23,44.68,In Transit,TRK927907549
10461,13869,7,18,24/04/22,29/04/22,,43.9,Delivered,TRK423022935
10462,13870,12,7,15/03/24,18/03/24,18/03/24,49.01,Delivered,TRK813866100
10463,13871,20,8,16/06/22,26/06/22,27/06/22,13.77,Delayed,TRK369010715
10464,13872,5,11,16/09/23,26/09/23,26/09/23,26.34,Delivered,TRK667137291
10465,13875,23,17,31/10/23,01/11/23,02/11/23,9.22,Delivered,TRK125388248
10466,13877,22,18,24/08/23,27/08/23,29/08/23,44.97,Delivered,TRK439994999
10467,13879,22,18,07/04/23,15/04/23,,19.15,In Transit,TRK854833943
10468,13880,13,2,29/01/23,06/02/23,05/02/23,26.77,In Transit,TRK507471181
10469,13881,3,15,10/09/22,13/09/22,14/09/22,20.07,Delivered,TRK571552698
10470,13882,25,5,08/11/24,16/11/24,,41.37,In Transit,TRK465497145
10471,13883,16,4,05/04/22,14/04/22,15/04/22,34.31,Delivered,TRK386342957
10472,13884,15,1,11/03/23,20/03/23,,43.53,Delivered,TRK805154180
10473,13886,6,18,22/12/23,23/12/23,24/12/23,17.31,In Transit,TRK287510691
10474,13887,17,13,01/02/24,07/02/24,07/02/24,36.24,Delivered,TRK767208887
10475,13888,7,2,09/04/22,12/04/22,14/04/22,36.08,Lost,TRK187744561
10476,13890,20,19,05/07/23,10/07/23,11/07/23,28.62,Delivered,TRK424790692
10477,13891,21,11,19/08/22,23/08/22,22/08/22,38.45,In Transit,TRK143454551
10478,13892,21,9,29/05/22,05/06/22,06/06/22,35.62,Delivered,TRK712741043
10479,13893,22,4,12/03/22,15/03/22,18/03/22,46.72,Delivered,TRK370321243
10480,13895,10,16,02/05/24,03/05/24,03/05/24,31.79,Delayed,TRK907094872
10481,13896,6,13,30/04/24,05/05/24,07/05/24,13.59,Delayed,TRK856679715
10482,13898,24,15,02/11/22,10/11/22,11/11/22,45.02,Delivered,TRK798979421
10483,13899,2,4,04/11/23,09/11/23,16/11/23,32.3,Delivered,TRK811324452
10484,13900,11,17,17/06/24,21/06/24,21/06/24,33.35,In Transit,TRK266099389
10485,13903,3,16,26/01/22,01/02/22,,30.57,Lost,TRK474074150
10486,13904,10,15,12/09/24,13/09/24,,9.63,Delivered,TRK623892250
10487,13905,5,9,04/03/23,05/03/23,,28.46,In Transit,TRK158976461
10488,13906,3,15,30/10/22,01/11/22,02/11/22,27.13,Delivered,TRK409378148
10489,13907,10,1,17/08/22,23/08/22,24/08/22,34.13,Delivered,TRK577701011
10490,13908,10,19,01/06/22,07/06/22,09/06/22,42.5,Delivered,TRK473948939
10491,13909,23,16,19/05/22,25/05/22,,13.16,Delivered,TRK723494761
10492,13910,18,15,14/11/22,22/11/22,25/11/22,20.93,In Transit,TRK395918485
10493,13911,6,12,15/05/24,19/05/24,21/05/24,7.82,In Transit,TRK107197927
10494,13913,5,9,28/11/22,06/12/22,05/12/22,35.45,In Transit,TRK703137151
10495,13914,19,13,28/04/24,08/05/24,10/05/24,45.36,Delivered,TRK686714954
10496,13917,19,12,03/11/22,13/11/22,13/11/22,16.78,Delivered,TRK147413484
10497,13918,5,19,12/06/22,19/06/22,20/06/22,7.62,Delivered,TRK270791527
10498,13920,15,3,01/07/24,10/07/24,13/07/24,47.5,Delivered,TRK892913462
10499,13921,19,17,01/07/22,09/07/22,09/07/22,17.22,Delayed,TRK458272490
10500,13922,4,9,17/07/24,23/07/24,,19.28,In Transit,TRK355842649
10501,13925,11,15,14/08/22,22/08/22,26/08/22,10.48,Delivered,TRK559314701
10502,13926,22,17,14/06/24,23/06/24,23/06/24,27.47,In Transit,TRK326116589
10503,13927,23,17,20/10/23,22/10/23,24/10/23,26.27,Delivered,TRK831474183
10504,13929,12,5,06/04/24,12/04/24,12/04/24,23.5,In Transit,TRK215048049
10505,13930,20,8,09/10/23,14/10/23,15/10/23,38.37,Delivered,TRK777389718
10506,13932,6,14,26/11/23,30/11/23,30/11/23,14.42,In Transit,TRK387686720
10507,13933,12,5,02/12/22,06/12/22,06/12/22,43.02,Delivered,TRK430702699
10508,13934,23,6,28/08/22,07/09/22,,17.92,In Transit,TRK326278424
10509,13935,23,13,19/06/24,23/06/24,30/06/24,49.81,Delivered,TRK441331643
10510,13937,13,7,20/07/24,25/07/24,,43.23,Delivered,TRK354307369
10511,13938,20,3,03/04/22,13/04/22,12/04/22,36.09,Delivered,TRK886054305
10512,13941,6,20,04/04/23,12/04/23,,15.91,Delivered,TRK449799826
10513,13942,1,16,28/09/24,07/10/24,08/10/24,39.68,Delivered,TRK571715539
10514,13943,10,3,27/02/24,03/03/24,,24.76,In Transit,TRK408015044
10515,13946,19,20,31/03/23,10/04/23,12/04/23,31.58,Delivered,TRK843055223
10516,13948,11,17,02/02/22,06/02/22,,49.78,Delayed,TRK197389357
10517,13949,17,7,22/01/24,28/01/24,,5.72,Delivered,TRK946973224
10518,13950,13,1,30/08/23,07/09/23,13/09/23,14.73,Delivered,TRK380036034
10519,13951,6,3,31/08/22,09/09/22,08/09/22,43.99,Delivered,TRK993429066
10520,13955,12,1,09/03/23,14/03/23,17/03/23,24.14,Delivered,TRK993030090
10521,13956,24,17,10/07/22,17/07/22,18/07/22,25.21,In Transit,TRK654193982
10522,13957,12,18,15/05/24,19/05/24,20/05/24,6.32,In Transit,TRK462541739
10523,13958,2,16,25/09/23,30/09/23,29/09/23,21.21,Delivered,TRK214904404
10524,13959,3,5,08/05/22,16/05/22,21/05/22,21.04,Delivered,TRK282823815
10525,13960,6,15,02/05/24,09/05/24,08/05/24,13.48,In Transit,TRK298963043
10526,13961,3,9,05/10/22,10/10/22,,10.99,Delivered,TRK253718162
10527,13962,14,16,22/10/23,26/10/23,27/10/23,11.13,Delayed,TRK334239041
10528,13964,11,8,10/02/22,18/02/22,18/02/22,22.29,Delivered,TRK500821836
10529,13965,3,2,12/04/24,18/04/24,24/04/24,39.38,Delivered,TRK454223940
10530,13966,23,8,08/08/22,11/08/22,13/08/22,43.63,Delivered,TRK216159396
10531,13967,12,13,17/09/22,22/09/22,23/09/22,11.27,Delivered,TRK560710591
10532,13968,14,2,06/12/24,14/12/24,,45.72,Delivered,TRK196130248
10533,13969,10,19,27/08/22,03/09/22,02/09/22,43.66,In Transit,TRK432111415
10534,13970,20,4,03/10/24,05/10/24,06/10/24,34.59,Delivered,TRK596741192
10535,13972,10,7,19/06/23,21/06/23,21/06/23,39.17,Delivered,TRK984048803
10536,13974,3,5,16/11/24,24/11/24,24/11/24,15.04,In Transit,TRK619502470
10537,13975,22,20,02/11/22,10/11/22,11/11/22,19.67,Delivered,TRK471986496
10538,13976,8,17,23/05/24,02/06/24,,30.65,Delivered,TRK657673557
10539,13977,9,15,12/11/22,20/11/22,21/11/22,22.32,In Transit,TRK328737477
10540,13978,18,16,25/06/24,02/07/24,08/07/24,18.07,Delayed,TRK991052565
10541,13979,13,13,23/08/23,31/08/23,01/09/23,48.05,Delivered,TRK402000688
10542,13980,3,8,29/01/24,02/02/24,04/02/24,30.55,Delivered,TRK554631052
10543,13981,9,4,12/04/22,19/04/22,19/04/22,28.16,In Transit,TRK860341874
10544,13983,12,6,25/03/22,30/03/22,30/03/22,9.52,Delivered,TRK815299819
10545,13984,11,4,22/04/23,26/04/23,03/05/23,47.02,In Transit,TRK885810203
10546,13985,7,5,22/10/23,26/10/23,25/10/23,15.31,In Transit,TRK496031257
10547,13986,2,20,15/02/22,21/02/22,27/02/22,39.57,Delivered,TRK611651099
10548,13987,12,10,28/12/24,04/01/25,03/01/25,17.27,Delivered,TRK449680471
10549,13988,23,20,28/09/24,05/10/24,,28.56,Delivered,TRK499889481
10550,13989,22,14,12/04/22,17/04/22,24/04/22,15.45,Delivered,TRK679334246
10551,13990,19,20,22/03/23,27/03/23,,35.95,Delivered,TRK994989792
10552,13991,21,9,09/12/24,11/12/24,13/12/24,35.4,Delivered,TRK235039815
10553,13992,21,1,27/09/23,28/09/23,27/09/23,14.68,Delivered,TRK551650647
10554,13994,6,6,30/12/23,07/01/24,08/01/24,23.02,In Transit,TRK749970009
10555,13995,18,4,02/04/22,10/04/22,09/04/22,37.19,Delivered,TRK890128113
10556,13996,16,18,03/02/22,13/02/22,,26.01,Delivered,TRK809109616
10557,13997,10,1,19/07/24,26/07/24,,25.15,In Transit,TRK910984915
10558,13998,19,10,26/12/23,03/01/24,05/01/24,40.31,Delivered,TRK719520986
10559,13999,1,18,10/10/24,16/10/24,16/10/24,32.27,Delivered,TRK274933055
10560,14001,13,10,18/02/22,26/02/22,27/02/22,42.38,Delivered,TRK877035054
10561,14002,23,9,09/08/23,17/08/23,16/08/23,49.87,In Transit,TRK229424875
10562,14003,21,6,04/07/24,13/07/24,,42.05,Delayed,TRK941959295
10563,14004,14,4,03/04/23,12/04/23,19/04/23,49.76,Delivered,TRK498973932
10564,14005,6,15,04/04/23,10/04/23,,40.25,Delivered,TRK377591481
10565,14006,4,6,14/05/22,17/05/22,,25.29,Delivered,TRK937827688
10566,14007,8,15,01/10/24,10/10/24,11/10/24,34.65,Delivered,TRK327362657
10567,14008,25,1,31/12/24,01/01/25,01/01/25,36.54,Delivered,TRK190187907
10568,14009,9,6,31/03/24,10/04/24,10/04/24,7.32,In Transit,TRK806523137
10569,14010,10,14,28/03/22,31/03/22,02/04/22,22.76,Delivered,TRK792976762
10570,14011,21,14,14/11/23,19/11/23,21/11/23,27.58,Delivered,TRK245881352
10571,14012,24,1,18/02/22,25/02/22,,47.3,Delivered,TRK897060692
10572,14013,3,16,20/11/22,28/11/22,29/11/22,19.42,Delayed,TRK593463974
10573,14014,11,15,18/05/22,20/05/22,,10.33,Delayed,TRK366514286
10574,14015,5,19,17/07/24,21/07/24,,19.79,Delivered,TRK589476741
10575,14017,11,12,05/07/23,08/07/23,10/07/23,24.61,Delivered,TRK621402327
10576,14018,14,12,29/03/24,30/03/24,31/03/24,22.6,Delayed,TRK764228284
10577,14019,5,12,02/01/23,04/01/23,03/01/23,33.29,Delivered,TRK813466956
10578,14020,7,19,31/08/23,05/09/23,06/09/23,25.87,In Transit,TRK965527610
10579,14022,22,5,28/12/24,02/01/25,03/01/25,33.27,Delivered,TRK473363172
10580,14023,23,16,19/08/22,27/08/22,28/08/22,27.55,Delayed,TRK698432142
10581,14024,7,6,07/08/22,12/08/22,,29.61,Delivered,TRK247806503
10582,14026,22,16,06/02/24,09/02/24,,48.72,Delayed,TRK900778979
10583,14027,14,6,13/09/23,19/09/23,,49.3,In Transit,TRK887113144
10584,14028,13,15,13/01/24,15/01/24,16/01/24,10.06,In Transit,TRK113727034
10585,14029,11,9,22/06/23,26/06/23,27/06/23,14.43,Delivered,TRK248943531
10586,14031,19,7,13/10/23,15/10/23,,12.65,Delivered,TRK161215683
10587,14032,7,6,19/08/22,26/08/22,25/08/22,7.08,Delivered,TRK600135644
10588,14033,20,16,23/08/23,01/09/23,01/09/23,22.26,Delayed,TRK631291522
10589,14035,20,7,24/12/22,29/12/22,31/12/22,21.79,In Transit,TRK981718873
10590,14036,23,16,14/06/23,16/06/23,,25.2,Delayed,TRK436614647
10591,14038,5,5,26/08/24,05/09/24,04/09/24,37.99,Delivered,TRK422370830
10592,14041,5,8,20/08/24,28/08/24,,43.29,Delivered,TRK641304878
10593,14042,7,3,14/05/24,22/05/24,,8.39,In Transit,TRK979555556
10594,14043,3,7,19/04/22,28/04/22,,7.29,Delivered,TRK470077782
10595,14045,1,13,12/10/24,21/10/24,22/10/24,8.75,Delivered,TRK984876317
10596,14047,22,15,28/12/24,06/01/25,06/01/25,27.15,Delivered,TRK683244050
10597,14049,18,9,31/05/23,07/06/23,,30.65,Delivered,TRK415845074
10598,14050,21,2,14/08/24,19/08/24,18/08/24,41.52,Delivered,TRK301563164
10599,14052,15,13,19/10/24,27/10/24,,12.5,Delayed,TRK595256529
10600,14054,20,18,26/12/23,01/01/24,03/01/24,31.92,Delivered,TRK914190890
10601,14055,15,7,15/11/22,16/11/22,,49.98,Delivered,TRK522982460
10602,14056,12,20,18/05/22,24/05/22,26/05/22,22.86,In Transit,TRK598172480
10603,14057,18,9,13/07/24,23/07/24,25/07/24,9.92,In Transit,TRK564066178
10604,14058,11,17,23/05/23,25/05/23,25/05/23,5.46,In Transit,TRK515976405
10605,14059,13,8,30/11/23,05/12/23,,21.02,In Transit,TRK969640351
10606,14060,19,18,21/12/22,31/12/22,30/12/22,49.3,Delayed,TRK599869159
10607,14061,25,1,24/09/24,26/09/24,27/09/24,46.84,Delivered,TRK314478889
10608,14062,25,4,20/10/24,24/10/24,25/10/24,30.98,Delivered,TRK870823610
10609,14063,25,20,31/03/22,05/04/22,05/04/22,36.79,Delivered,TRK260491970
10610,14066,8,11,26/04/23,02/05/23,,49.11,In Transit,TRK848630536
10611,14067,4,1,22/07/24,29/07/24,30/07/24,44.94,Delivered,TRK631385063
10612,14068,24,8,13/02/23,23/02/23,22/02/23,20.17,In Transit,TRK430210798
10613,14069,25,15,25/02/23,26/02/23,25/02/23,24.58,Delivered,TRK453971215
10614,14072,23,16,22/03/22,30/03/22,31/03/22,7.93,Delivered,TRK436557110
10615,14073,2,19,04/09/23,10/09/23,10/09/23,12.18,Delivered,TRK790159825
10616,14074,2,5,22/11/24,30/11/24,29/11/24,6.74,Delivered,TRK440235791
10617,14076,17,1,04/12/23,13/12/23,,37.6,Lost,TRK222360980
10618,14077,10,19,29/11/22,30/11/22,,11.15,Delivered,TRK323307324
10619,14078,18,7,29/11/24,03/12/24,08/12/24,15.89,In Transit,TRK541054991
10620,14080,16,6,26/02/23,02/03/23,,21.71,In Transit,TRK866387759
10621,14081,5,9,09/05/24,10/05/24,10/05/24,33.65,Delivered,TRK663131407
10622,14082,16,9,02/01/25,10/01/25,,42.98,Delayed,TRK459622223
10623,14083,19,19,11/07/22,18/07/22,17/07/22,25.04,In Transit,TRK447496219
10624,14084,6,12,08/12/23,12/12/23,14/12/23,12,Delivered,TRK717950529
10625,14085,24,18,12/05/22,22/05/22,24/05/22,23.74,Lost,TRK249624232
10626,14086,11,2,13/11/22,18/11/22,,34.12,Delivered,TRK942263660
10627,14087,22,13,28/02/22,02/03/22,04/03/22,29.22,Delivered,TRK341758933
10628,14088,3,18,23/02/24,27/02/24,,20.06,Delivered,TRK537785897
10629,14089,1,10,05/04/22,09/04/22,10/04/22,44.4,In Transit,TRK244284114
10630,14091,10,7,02/01/23,08/01/23,08/01/23,12.96,In Transit,TRK891390799
10631,14092,16,10,03/04/23,12/04/23,14/04/23,37.32,Delivered,TRK377934856
10632,14093,23,12,31/12/23,06/01/24,,35.75,In Transit,TRK929998137
10633,14094,20,2,29/11/24,09/12/24,09/12/24,10.52,Lost,TRK640302297
10634,14095,8,10,27/07/22,31/07/22,01/08/22,5.63,Delivered,TRK847941976
10635,14098,8,7,13/06/24,20/06/24,23/06/24,22.83,Delivered,TRK148395171
10636,14099,5,12,06/01/23,10/01/23,10/01/23,20.41,In Transit,TRK611597396
10637,14100,10,3,02/01/25,12/01/25,13/01/25,9.75,Delivered,TRK703743448
10638,14101,9,3,18/07/22,27/07/22,,48.96,Delivered,TRK706016818
10639,14103,1,8,23/03/24,01/04/24,,19.93,Delivered,TRK775257015
10640,14104,20,15,10/09/24,19/09/24,,16.07,In Transit,TRK752016179
10641,14106,16,2,29/11/23,09/12/23,,49.25,Delivered,TRK391419556
10642,14109,18,1,20/03/22,25/03/22,,6.34,In Transit,TRK379715665
10643,14111,25,1,07/10/23,14/10/23,13/10/23,14.98,In Transit,TRK181030407
10644,14112,2,11,21/10/23,30/10/23,,49.52,Delivered,TRK239482969
10645,14113,8,9,06/11/23,08/11/23,,44.69,Delivered,TRK411680997
10646,14114,5,12,29/07/23,07/08/23,08/08/23,22.54,Delivered,TRK362648600
10647,14116,17,15,04/02/23,09/02/23,,31.52,In Transit,TRK916926934
10648,14117,25,9,07/03/23,11/03/23,12/03/23,47.28,In Transit,TRK885581239
10649,14118,5,4,07/11/22,10/11/22,11/11/22,44.46,Lost,TRK279657915
10650,14120,17,7,11/11/24,12/11/24,12/11/24,14.14,Delivered,TRK186038052
10651,14121,17,19,06/09/22,10/09/22,10/09/22,41.6,In Transit,TRK572199907
10652,14122,5,15,12/03/22,15/03/22,,6.21,Delivered,TRK296129059
10653,14125,18,11,26/11/23,04/12/23,06/12/23,39.63,Delivered,TRK763357111
10654,14127,9,19,24/04/23,27/04/23,26/04/23,13.77,Delivered,TRK391774207
10655,14128,17,17,17/01/23,18/01/23,,12.11,Delivered,TRK644145487
10656,14129,12,19,30/12/23,03/01/24,03/01/24,15.66,Delivered,TRK873175253
10657,14130,11,7,22/03/23,25/03/23,24/03/23,18.41,Delivered,TRK202454554
10658,14131,9,11,08/02/23,09/02/23,,46.42,In Transit,TRK539824694
10659,14132,1,4,09/05/24,14/05/24,13/05/24,20.45,Delivered,TRK149771550
10660,14133,14,20,24/11/22,29/11/22,29/11/22,13.76,In Transit,TRK392368901
10661,14134,17,17,12/06/22,20/06/22,22/06/22,39.89,Lost,TRK886141960
10662,14135,20,11,25/12/24,26/12/24,26/12/24,40.71,Delivered,TRK934609440
10663,14136,1,9,11/05/23,18/05/23,,13.04,Delivered,TRK490946765
10664,14137,3,4,08/03/24,12/03/24,11/03/24,33.7,In Transit,TRK841050591
10665,14138,15,11,21/05/23,30/05/23,29/05/23,24.36,Delivered,TRK609380068
10666,14139,10,9,08/03/23,12/03/23,19/03/23,9.59,Delivered,TRK890960332
10667,14141,3,16,19/12/23,24/12/23,25/12/23,30.37,Delivered,TRK380158960
10668,14142,18,6,27/03/23,05/04/23,,37.46,In Transit,TRK802931232
10669,14144,8,4,25/02/23,05/03/23,04/03/23,40.87,In Transit,TRK249056434
10670,14145,12,3,12/01/22,22/01/22,21/01/22,32.45,Delivered,TRK816102173
10671,14146,13,20,30/01/22,01/02/22,02/02/22,8.85,Delivered,TRK411327856
10672,14147,19,10,20/02/22,22/02/22,22/02/22,34.92,Delivered,TRK922034102
10673,14148,21,13,19/11/22,23/11/22,30/11/22,39.2,Delivered,TRK595729562
10674,14149,8,1,01/01/25,11/01/25,,35.2,Delivered,TRK404313289
10675,14151,6,17,07/05/22,12/05/22,13/05/22,31.12,Delivered,TRK795485782
10676,14152,7,17,07/09/22,11/09/22,,39.65,In Transit,TRK250541437
10677,14153,11,3,20/12/24,24/12/24,25/12/24,41.48,Delivered,TRK318576347
10678,14154,4,9,20/02/23,28/02/23,07/03/23,32.93,Delayed,TRK967540605
10679,14155,23,16,15/12/23,23/12/23,26/12/23,14.41,Delivered,TRK606621850
10680,14157,2,14,07/08/24,09/08/24,10/08/24,13.48,Delivered,TRK395396028
10681,14158,17,5,17/10/22,22/10/22,23/10/22,47.9,Delivered,TRK301991379
10682,14159,12,10,14/05/24,21/05/24,22/05/24,6.07,Delivered,TRK230818208
10683,14160,17,13,22/07/23,26/07/23,,5.26,Delivered,TRK510338595
10684,14161,4,20,04/05/24,14/05/24,13/05/24,10.44,Delivered,TRK725870877
10685,14162,1,13,24/04/22,28/04/22,,6.76,Delivered,TRK499072981
10686,14164,22,20,03/12/24,12/12/24,12/12/24,38.55,In Transit,TRK217507522
10687,14165,6,2,14/12/24,21/12/24,,19.03,Delivered,TRK177148155
10688,14166,11,7,29/03/23,04/04/23,10/04/23,32.63,In Transit,TRK471181563
10689,14167,6,20,19/08/23,22/08/23,24/08/23,28.49,Delivered,TRK117577950
10690,14169,16,12,27/10/22,04/11/22,05/11/22,13.22,Delivered,TRK368856975
10691,14170,13,4,04/12/24,08/12/24,,42.05,Delivered,TRK579013084
10692,14172,1,13,19/06/23,24/06/23,23/06/23,31.91,Delivered,TRK497908995
10693,14173,21,13,18/08/23,20/08/23,22/08/23,40.61,In Transit,TRK534770092
10694,14174,12,9,16/01/22,23/01/22,,31.86,Delivered,TRK195935491
10695,14176,14,1,03/08/22,10/08/22,09/08/22,18.14,Delivered,TRK849694572
10696,14177,3,6,05/03/24,12/03/24,13/03/24,13.32,Delivered,TRK192775796
10697,14178,24,2,18/05/22,22/05/22,24/05/22,35.61,In Transit,TRK339815795
